id, data-fdesc, data-name, data-address, data-access, data-telno, data-operationtime, data-holiday, data-latitude data-longitude
"id_shop_4cf50d6440cafda84b960a8159d61d89","4cf50d6440cafda84b960a8159d61d89","ユーズランド下田店","上北郡おいらせ町中野平40-1イオンモール下田1F","イオン下田SC1・2FJR下田駅よりバスで10分八戸市より車で約15km、三沢市より車で約15km","0178-50-3237","10:00～22:00","無し","40.60188383 141.4176032"
"id_shop_b87618a0bded87615e2d0b2e2b1bf52e","b87618a0bded87615e2d0b2e2b1bf52e","ゲームパニックつくば","土浦市中村東1-1-1","","080-3350-1839","","","36.04632758 140.1679958"
"id_shop_d9f14f27390811525536fef00f105e7b","d9f14f27390811525536fef00f105e7b","ユーズランド水戸内原店","水戸市内原2-1イオンモール水戸内原2F","","029-259-1218","","","36.374428 140.3590138"
"id_shop_202381d92beaf8ad0c9b1b4a92801530","202381d92beaf8ad0c9b1b4a92801530","群馬レジャーランド伊勢崎店","伊勢崎市連取町3066-1","伊勢崎市内県道2号線沿い伊勢崎オート近く","0270-40-5330","一部24時間営業","無し","36.31824274 139.1723592"
"id_shop_adf8005a97534d66a3c35f2f1581a31a","adf8005a97534d66a3c35f2f1581a31a","ユーズランド太田店","太田市石原町81-イオンモール太田2F","イオン太田SC2F東武伊勢崎線太田駅よりバスで10分東北道館林ICよりR354～R122(太田バイパス)経由約30分","0276-47-8722","10:00～23:00","無し","36.29518018 139.4003615"
"id_shop_edb06a690bfcfaa08a625124289bce7c","edb06a690bfcfaa08a625124289bce7c","群馬レジャーランド太田店","太田市西矢島町162-2","","0276-47-8030","一部24時間営業","無し","36.26802219 139.3761382"
"id_shop_5c0ebcbdea4539f37d2e190b43ef47ba","5c0ebcbdea4539f37d2e190b43ef47ba","ユーズランド高崎店","高崎市棟高町1400-イオン高崎SC2F","","027-310-9113","10:00～23:00","","36.39047889 139.0067302"
"id_shop_d9781d1e3819d9ab817de8afa9c39580","d9781d1e3819d9ab817de8afa9c39580","群馬レジャーランド高崎駅東口店","高崎市江木町333-1高崎EXビル2F","JR高崎駅東口徒歩10分","027-330-3002","一部24時間営業","無し","36.32992086 139.0128661"
"id_shop_fcfde039171610b4488ab5d9c499d0ac","fcfde039171610b4488ab5d9c499d0ac","埼玉レジャーランド大宮ラクーン店","さいたま市大宮区宮町1-60大宮ラクーン5F","","048-871-5539","","",""
"id_shop_4c23f06b8b22f2bf962e5159bb92cf68","4c23f06b8b22f2bf962e5159bb92cf68","タイトーFステーションクレアモール川越店","川越市新富町2-1-13本川越SSビル1-4F","","049-298-8963","","","35.91384483 139.482921"
"id_shop_90ce34963b33bd25b7373733645a0c29","90ce34963b33bd25b7373733645a0c29","ユーズランド越谷店","越谷市レイクタウン4-2-2イオンレイクタウンKAZE 3F","武蔵野線レイクタウン駅下車徒歩1分","048-934-3342","9:00～22:00","無し","35.87763779 139.8247477"
"id_shop_312f194a0d54f18409a45a4fea90f96b","312f194a0d54f18409a45a4fea90f96b","スポーツウェーブ鉄腕24浜野店","千葉市中央区浜野町1025-59","館山自動車道蘇我ICより車で8分","043-300-8033","一部24時間営業","無し","35.55423187 140.1264305"
"id_shop_4fb91ba1fc409af2f76b83d748158eab","4fb91ba1fc409af2f76b83d748158eab","スポーツウェーブ鉄腕24稲毛長沼店","千葉市稲毛区長沼原町697","東関東自動車道 千葉北ICから約5分 千葉総合運動場そば","043-215-5560","一部24時間営業","無し",""
"id_shop_dda5ddf28f3773825ad96fcec0d611d2","dda5ddf28f3773825ad96fcec0d611d2","千葉レジャーランド成東店","山武市姫島111-1","国道126号線成東町姫島地内ローソン奥","047-580-1777","一部24時間営業","無し","35.58828462 140.3904243"
