name,address,loc_id,latitude&longitude,pcb_count
"ラウンドワンスタジアム盛岡","岩手県 盛岡市 盛岡駅西通 2-10-35","lhPjYxW30376WQgOUSimRQ","39.700378 141.133194",2
"ソユーファミリーゲームフィールド花巻","岩手県 花巻市 高木 第16地割68-6　銀河モール花巻1F","6ODpT1TwiAON5B7x5OMWOA","39.386541 141.136803",2
"ソユーゲームフィールド釜石","岩手県 釜石市 港町 2-51-41　イオンタウン釜石3F","-5JbKSsfwK-jpbgonWFYOw","39.271199 141.881805",2
"テクノワールド","岩手県 奥州市 江刺区愛宕字梁川 127-1","HjfPQCA9wNzHZnf73gzVTQ","39.179242 141.162168",1
"タイトーステーション仙台名掛丁","宮城県 仙台市青葉区 中央 1-7-13","_3y6xX8FjWi2uiCPrpc4UQ","38.262066 140.879083",4
"バンダイナムコ Cross Store 仙台","宮城県 名取市 杜せきのした 5-3-1　イオンモール名取3F","3dn0Ct6NxaCQZbw_IMKXWQ","38.163379 140.896344",3
"ゲームフィールド仙台長町","宮城県 仙台市太白区 長町 7-20-3　ザ・モール仙台長町3F","EkjeQb4Z4mcmE0b7pHT2pw","38.22599 140.876736",2
"モーリーファンタジーヨドバシ仙台","宮城県 仙台市宮城野区 榴岡 1ｰ3−1　ヨドバシ仙台第1ビル5F","A-rojugFcz50zzaVSbizQg","38.258969 140.883495",2
"ラウンドワン仙台苦竹","宮城県 仙台市宮城野区 苦竹 1-7-10","PRRyoyf1GVSclhb6DNed7A","38.268083 140.917245",2
"ラウンドワンスタジアム仙台泉","宮城県 仙台市泉区 大沢 2-12-4　仙台泉インターシティ1・2F","kBbi5fNOJWustml2IJt1lw","38.352027 140.879508",2
"GAME BANK 泉","宮城県 仙台市泉区 大沢 2-5-4","PxXWTR6SVhQUo1Cujad0lw","38.352736 140.877348",2
"ゲームコーナー東部","宮城県 仙台市若林区 六丁の目中町 26-60　斎喜東部ビル","37uxHObyaKaWrP4st9eivg","38.250969 140.943894",2
"タイトーステーション仙台クリスロード","宮城県 仙台市青葉区 中央 2-3-25","SlSXiCxBcPyvExFshZ3vPA","38.261001 140.875607",2
"GiGO 仙台","宮城県 仙台市青葉区 中央 2-5-5","08rsOjm3vjm8e677jwwdXg","38.261621 140.876736",2
"GiGO 石巻","宮城県 石巻市 大街道東 4-1-45","uDeX5CptmdigD5XBXEBUNw","38.429408 141.285368",2
"プラサカプコン石巻","宮城県 石巻市 茜平 4-104　イオンモール石巻2F","ezX2oakgeQdZJIM0bpC5Gg","38.447539 141.264872",2
"GiGO 名取","宮城県 名取市 飯野坂字土城堀 57-1","3kKfDLlZgvHCqVD5MftddQ","38.156558 140.888377",2
"ゲームランド佐沼","宮城県 登米市 南方町新島前 46-1　イオンタウン佐沼1F","Emmn3DtAPqwczdqRp-gnhw","38.682592 141.183925",2
"ソユーゲームフィールド古川","宮城県 大崎市 古川沢田 字筒場浦15　イオンタウン古川内","XUsqBCYKjhdYSh0uJX49LQ","38.599023 140.974156",2
"ユーズランド大河原","宮城県 柴田郡大河原町 小島 2-1　フォルテくらし館2F","tsiNU4QZ2WKuZci4VqlNYg","38.065614 140.737389",2
"GiGO 仙台利府","宮城県 宮城郡利府町 加瀬字新前谷地 55-1　利府ペアガーデン内","x8gZNPqPXE8NX_7tCukm_Q","38.328029 140.975611",2
"秋田OPAアミューズパーク","秋田県 秋田市 千秋久保田町 4-2　秋田OPA5F","8bvPwzsrBaW-rq2wiZy28g","39.717865 140.128145",3
"namcoイオンタウン大館西","秋田県 大館市 根下戸新町 18-121　イオンタウン大館西内","P8LLLeafeRhshAgg_izneQ","40.273745 140.530038",3
"ラウンドワンスタジアム秋田","秋田県 秋田市 卸町 1-1-2","2YMiIO9zXSd_L8cojSRt1Q","39.702044 140.109292",2
"ソユーゲームフィールド御所野","秋田県 秋田市 御所野地蔵田 1-1-1　イオンモール秋田2F","IezrtwPDeAgwmWcMA5wFGg","39.663619 140.160522",2
"プラサカプコン大曲","秋田県 大仙市 和合字坪立 177　イオンモール大曲2F","yPk_gRySBqHY42yREc9D7w","39.438944 140.508099",2
"GiGO 米沢","山形県 米沢市 花沢字タナコ原 177","IL1IMzpKIx4xHMC2DCOMvQ","37.910931 140.133671",2
"GiGO 天童","山形県 天童市 南町 1-5-26","eLRczaz4eFICkYJN_-X0MA","38.343025 140.373995",2
"ソユーゲームフィールド天童","山形県 天童市 芳賀タウン北 4-1-1　イオンモール天童　モール棟2F","pWSsbXzhsAzjD5RrffKVzg","38.344909 140.364039",2
"ソユーゲームフィールド三川","山形県 東田川郡三川町 猪子字和田庫 128-1　イオンモール三川1F","9Adq2RlOWFvLyn8Mj9OVmA","38.815887 139.835057",2
"namcoイオンタウン郡山","福島県 郡山市 松木町 2-88　イオンタウン郡山内","kssq9R-4FkV8sN1mDoESog","37.389365 140.390478",6
"GiGO 福島南","福島県 福島市 黒岩字中島 7-2","6i3ehAnuCJUABPy5MR3CYg","37.727675 140.466916",4
"GiGO 福島","福島県 福島市 本内中井 1-2","tkQH_JmxyWRaeE2kSiKTng","37.785235 140.487515",2
"ラウンドワンスタジアム郡山","福島県 郡山市 向河原町 4-55","c4Y1MwtcbRSVg2d7YBcv0w","37.402322 140.395636",2
"タイトーFステーション郡山オリエントパーク","福島県 郡山市 郡山市安積町荒井字大久保 35-1","Y5fsE_KVXSsqmS737uyxJQ","37.374476 140.348755",2
"タイトーFステーション郡山アティ","福島県 郡山市 駅前 1-16-7　郡山アティ7F","AXfoSmK_0m9hl_3P20KbzA","37.397011 140.387506",2
"ソユーゲームフィールド小名浜","福島県 いわき市 小名浜字辰巳町 79　イオンモールいわき小名浜3F","UjlPMy6p6ro7OTXCHc4EUQ","36.946819 140.903794",2
"モーリーファンタジーいわき","福島県 いわき市 平字三倉 68-1　イオンいわき店3F","XIHnYZhU7DCO9w-xlEzhtA","37.051081 140.898186",2
"ソユーエンターテイメントスタジオ須賀川","福島県 須賀川市 古河 105　イオンタウン須賀川B棟内","fziAI9CM4cCpovH-4bsHvw","37.297382 140.385159",2
"ゲームスペースA-3","福島県 西白河郡西郷村 豊作西 15-16-17","tLJt-tavBjx8KLsvVDItjw","37.124556 140.182612",2
"ゲームパニックつくば","茨城県 土浦市 中村東 1-1-1　サンタスワールド内","XFQ_G4-d_K3a0Db8O1iZjg","36.046383 140.168223",6
"ゲームメガ日立","茨城県 日立市 東多賀町 5-10-10","K1ayfp5EoDzSrYuog3IIAQ","36.548199 140.630536",4
"GAME PADDOCK +1 古河本店","茨城県 古河市 小堤 1916-1","62bBOi7u402l3nF-bOVfCA","36.206738 139.75787",4
"ユーズランド水戸内原","茨城県 水戸市 内原 2-1　イオンモール水戸内原2F","_g5tCiEcek4HvS-ihNY16Q","36.374174 140.358185",3
"スタジオプリモマイム水戸","茨城県 水戸市 宮町 1-2-4　マイムビル1F","bbToLo77NgEAmfChwME2oA","36.371478 140.477426",2
"ゲームメガ水戸けやき台","茨城県 水戸市 酒門町 3276-1","9XdXvZUDOxayyrQE9XdDsQ","36.338176 140.483361",2
"ピンクパンサー土浦","茨城県 土浦市 木田余 4585-3","JaUX-5pTmloYJdl7Yd6cAA","36.106546 140.215198",2
"FESTA古河","茨城県 古河市 松並 2-18-10　マーケットシティ古河内","mBw6fC91BMnfGnn4PLdjZw","36.209723 139.709637",2
"GiGO 石岡","茨城県 石岡市 東大橋中峯 1976-1","fRUrzSGG9AfDGZHO4mjIOQ","36.198491 140.303403",2
"GiGO 龍ヶ崎","茨城県 龍ケ崎市 藤ケ丘 4-2-8","Lkc1Il7ZEcHYackoIXwwoQ","35.938539 140.195942",2
"モーリーファンタジー下妻","茨城県 下妻市 堀篭 972-1　イオンモール下妻　イオン下妻店2F","gbgmUxABk_K2bFINRoq1xQ","36.190046 139.989722",2
"ゲームメガつくば","茨城県 つくば市 小野崎 177-2","WcB6IFKDfNQ9yjrw-yDmmg","36.076851 140.104738",2
"アミューズビバ","茨城県 ひたちなか市 東大島 2-11-11","Cz3v_rXOoVSa-g4KlBeUqw","36.406406 140.531973",2
"ソユートイズニューヨーク守谷","茨城県 守谷市 百合ケ丘 3-249-1　イオンタウン守谷2F","77Io6utltUhLvaV4W8RRPA","35.944794 139.990601",2
"namco宇都宮","栃木県 宇都宮市 簗瀬町 1606-1　フェドラP＆D UTSUNOMIYA","_g-SvYkTDpr5BDyxNSVuLg","36.543863 139.891566",6
"namcoフェドラP＆D佐野","栃木県 佐野市 高萩町 1340　フェドラP＆D SANO","ss8fdK3dVVcVRcqXiY5gug","36.297316 139.605647",6
"INTER PARK +1 宇都宮","栃木県 宇都宮市 インターパーク 6-5-1","UTPef_LlHWCAFOVSx28fIg","36.488066 139.905599",4
"スタジオプリモ宇都宮","栃木県 宇都宮市 曲師町 2-8　宇都宮フェスタB1F","1WIrJYGKHgCrgm06F3R9iQ","36.560392 139.884618",2
"GiGO 宇都宮","栃木県 宇都宮市 東宿郷 5-1-7","2t-StJ4o_M2WOXC6ZdHAaw","36.558171 139.908818",2
"ラウンドワンスタジアム宇都宮","栃木県 宇都宮市 江曽島町 2072-1","MEoJUMhO2nzheEonB5tG9g","36.540686 139.886893",2
"シーサイドリゾートアミューズメントパーク","栃木県 宇都宮市 睦町 7-3","gfET2IVPg9C2UVG3MZopRg","36.563139 139.860275",2
"ドラマ足利","栃木県 足利市 朝倉町 244-1","fn9ryXEPvQ9F4MBQXpOpbg","36.322317 139.4503",2
"モーリーファンタジー小山","栃木県 小山市 中久喜 1467-1　イオンモール小山　イオン小山店2F","rtKE4BG4zHMdtu2pSn-2hw","36.32214 139.840901",2
"タイトーFステーション小山","栃木県 小山市 喜沢 1475　おやまゆうえんハーヴェストウォークSC棟","TWYl5BaiDMrpcdAX5fCnqw","36.332427 139.808377",2
"アピナ小山","栃木県 小山市 駅南町 4-27-18","FWitkfTpwGL8B5ugE2Gfkg","36.300073 139.809051",2
"大田原スポーツランド","栃木県 那須塩原市 一区町 104-60","yCMkVwXEq6Ps9uiP3MnJlA","36.851887 139.993297",2
"マトリクス前橋","群馬県 前橋市 小相木町 558-1","UoLg0OK5RhPqVhFYJdC2tg","36.37274 139.059073",4
"タイトーFステーション前橋リリカ","群馬県 前橋市 国領町 2-14-1　前橋リリカ2F","uSwWhcZt0DVWYF088YOqUg","36.404624 139.068074",2
"ラウンドワンスタジアム前橋","群馬県 前橋市 天川大島町 1101-1","sKgkm07ZPwkoEF0po-_Sgg","36.368732 139.105228",2
"タイトーFステーション高崎オーパ","群馬県 高崎市 八島町 46-1　高崎オーパ7F","NZA9FPLxh-yEP9rLsnd5yg","36.323081 139.011073",2
"ユーズランド高崎","群馬県 高崎市 棟高町 1400　イオンモール高崎2F","NhSyeJhLsnR1dZ5-Tuk7kA","36.390421 139.006695",2
"群馬レジャーランド高崎駅東口","群馬県 高崎市 江木町 333-1　高崎EXビルB1・2F","ia42VZ7HlUikAtkExT3ysg","36.329881 139.012917",2
"インターワールド伊勢崎","群馬県 伊勢崎市 宮子町 3425-4","003QXzgM3C5ak69pcb4vzg","36.331521 139.162503",2
"群馬レジャーランド伊勢崎","群馬県 伊勢崎市 連取町 3066-1","CKGHWsk5yZdwkIBFD-bnzw","36.318298 139.172337",2
"ユーズランド太田","群馬県 太田市 石原町 81　イオンモール太田2F","zPaaLkEoA0kLoJ0yC8oNAg","36.294046 139.400443",2
"群馬レジャーランド太田","群馬県 太田市 西矢島町 162-2","KUvPBUY7vbZHDNq5haQlTQ","36.268056 139.375949",2
"GiGO 館林","群馬県 館林市 小桑原町 949-1","-5kocSRl5OXnzTnK-3pUxw","36.235221 139.520329",2
"群馬レジャーランド渋川","群馬県 渋川市 八木原 1364","sJrFI2wwg9TzeRk5UF9j8A","36.474272 139.015353",2
"群馬レジャーランド藤岡","群馬県 藤岡市 中 2002-1","0vb1o0ASWfpswitcQmhDZg","36.274353 139.072087",2
"namcoイオンレイクタウンmori北","埼玉県 越谷市 レイクタウン 3-1-1　イオンレイクタウンmori3F","rqOZp4264oqE1sdCwvPIyw","35.883752 139.828327",10
"タイトーステーション大宮","埼玉県 さいたま市大宮区 大門町 1-1","2Pq2E34sh4n2TEEzPzLKGg","35.907447 139.625597",6
"namco熊谷","埼玉県 熊谷市 銀座 2-97　カルパビル1F","9fmJxA7NeGBEPVqVHdrtww","36.139183 139.394467",6
"プラサカプコン羽生","埼玉県 羽生市 川崎 2-281-3　イオンモール羽生2F","omG6RFGdBp3jiLfJbtHcWw","36.142861 139.542746",4
"ゲームファクトリーマグマ草加","埼玉県 草加市 氷川町 2125-1","lYaYfFQKBCW3tncZw5P55w","35.828238 139.802514",4
"ゲームパニック三郷","埼玉県 三郷市 ピアラシティ 1-1-200","l8DqX-urhuhDlN7aDsCkqQ","35.842186 139.854868",4
"埼玉レジャーランド大宮ラクーン","埼玉県 さいたま市大宮区 宮町 1-60　大宮ラクーン5F","2-ZDYt_Fcuu-UVW1DwQgPQ","35.907751 139.62568",2
"埼玉レジャーランド大宮駅東口","埼玉県 さいたま市大宮区 宮町 1-8　大宮セントラルビルB1F～2F","rl0by6iVuWpQnupqUHV8WA","35.907991 139.624549",2
"ラウンドワン大宮","埼玉県 さいたま市大宮区 宮町 4-90-7","6nJT8mxp3yYvZkJ8AKgqRA","35.910828 139.62544",2
"ウェアハウス岩槻","埼玉県 さいたま市岩槻区 加倉 3-3-63","h4fcJ9ZI0k5FJ7qqywjs8Q","35.941124 139.686077",2
"ウェアハウス三橋","埼玉県 さいたま市西区 三橋 6-955-1","lO2mhxIBCbIyCIbekHLzrg","35.915359 139.596062",2
"GiGO 籠原","埼玉県 熊谷市 美土里町 1-169","6bXlRU4i3BbjcGXVlFQu8A","36.17095 139.318256",2
"ソユーゲームフィールド熊谷","埼玉県 熊谷市 銀座 2-245　SCニットーモール4F","MmT7JdEaQC8QpacWeuDASg","36.138788 139.39377",2
"ソユーゲームフィールド川口","埼玉県 川口市 並木元町 1-79　アリオ川口3F","NS6V4uuplRJHk-OL5fQvQA","35.807118 139.714135",2
"ゲームシティ川口","埼玉県 川口市 栄町 1-10-5","Zx4QEqYhLyTlWyCEwRMEJQ","35.802552 139.725612",2
"シルクハット川口","埼玉県 川口市 栄町 3-1-16　イート川口ビル4F","gYkGeizJ5wmDWrn8vD16zw","35.80297 139.717534",2
"ラウンドワンスタジアム所沢","埼玉県 所沢市 東町 5-22　TOCOTOCOSQUARE所沢6F･7F","r9oP2-dsdeciHGA2l8T1BA","35.788861 139.469562",2
"ユーズランド春日部","埼玉県 春日部市 下柳 420-1　イオンモール春日部2F","KxV1pVJwrky-wWKC65cJJQ","35.988573 139.789812",2
"埼玉レジャーランド春日部","埼玉県 春日部市 増富字谷際 163-1","KWZJt1J_uhnIP23BIcWVtw","35.959502 139.728928",2
"ラウンドワンさいたま・鴻巣","埼玉県 鴻巣市 箕田 3163-7","mBez2nhlfF0prqEezMaDmQ","36.080639 139.490226",2
"ビデオゲームミュージアムロボット深谷","埼玉県 深谷市 上柴町西 4-12-1","AVzHYwB0ypjPaJSNDf26sQ","36.179653 139.298776",2
"GiGO 花園","埼玉県 深谷市 荒川 359","9UC0JHd1adyb0ksGKteicw","36.120427 139.233069",2
"ウェアハウス草加店別館","埼玉県 草加市 稲荷 2-36-33","fXtoYr6GMUZO61wFQ9srOA","35.830316 139.820954",2
"ラウンドワン草加","埼玉県 草加市 谷塚上町 204-1","eaM_1TQ-WujnnxS8mKogeg","35.812835 139.788129",2
"ユーズランド越谷","埼玉県 越谷市 レイクタウン 4-2-2　イオンレイクタウンkaze3F","1HN8mkYYVSNYRJR2CRNygQ","35.878115 139.824865",2
"アミューズメントFUNFUN越谷","埼玉県 越谷市 南荻島 2770-1","LN85k4_yQkjy9CpsexPPSA","35.912855 139.771197",2
"アドアーズ蕨","埼玉県 蕨市 塚越 1-4-4　ラ・セーヌビル2F","fqpMPhqIr_9Z_qM9ULYB6A","35.827709 139.691521",2
"GiGO 入間","埼玉県 入間市 東藤沢 2-18","jZmeNAl7JJJ_qXpf0NWoOg","35.819203 139.418116",2
"ラウンドワンスタジアム朝霞","埼玉県 朝霞市 膝折町 2-16-10","zWM3ecBM1iWdSymIm-SnqA","35.790282 139.579647",2
"タイトーステーション和光","埼玉県 和光市 丸山台 1-4-5","ZvfT1yuCQUSkEVAfjIfYBw","35.78663 139.613792",2
"ソユーゲームフィールド菖蒲","埼玉県 久喜市 菖蒲町菖蒲 6005-1　モラージュ菖蒲3F","3zXnSzXb4SrjZDZ6KuVGGg","36.075663 139.60987",2
"ラウンドワンスタジアムららぽーと新三郷","埼玉県 三郷市 新三郷ららシティ 3-1-1　ららぽーと新三郷2F　20000番","ExAuMnvLJyUJGTAbYKNk1w","35.858898 139.866786",2
"インターワールド幸手","埼玉県 幸手市 上高野 2142-1","59PloKBDYcTHgjlk0UieuA","36.057002 139.714354",2
"namco松戸","千葉県 松戸市 松戸 1230-1　ピアザ松戸1F","0cSpvzzy2Qk8q9gs-FY0Bw","35.78365 139.900868",10
"GiGO 千葉","千葉県 千葉市中央区 富士見 2-4-1","TVjWplj3qPM7t21sQBKqjw","35.611564 140.115851",6
"ゲームプラザセントラル浦安","千葉県 浦安市 北栄 1-16-15　第四セントラルビル","BXwiJ_DXFJiKGWZjASoBwg","35.665168 139.893369",6
"ラッキー中央店フェリシダ","千葉県 千葉市中央区 富士見 2-8-1","25NMlVHEFQ5JYjqA8w1OlA","35.610265 140.118299",4
"タイトーFステーション市川妙典","千葉県 市川市 妙典 4-1-1　イオン市川妙典2番街2F","xDQGuPMEIwg-rxyCwE0ZrA","35.692538 139.926679",4
"アミューズメントエース津田沼","千葉県 船橋市 前原西 2-15-1　ファミービル1～3F","c_yGZhhKhl197dV9rsVw2A","35.692278 140.020182",4
"シルクハット津田沼","千葉県 習志野市 津田沼 1-2-1　十三ビルB1F","KZF9-djPLFXmNUF7ZhD1sw","35.690372 140.022233",4
"アドアーズ船橋","千葉県 船橋市 本町 1-31-26　セブン船橋B1～4F","BI_m_MDOkQMnkT4V5bATAA","35.700394 139.984187",3
"スポーツウェーブ鉄腕24浜野","千葉県 千葉市中央区 浜野町 1025-59","TavzBBTqdyPVxDdeZ4Qdgw","35.553981 140.126345",2
"スポーツウェーブ鉄腕24稲毛長沼","千葉県 千葉市稲毛区 長沼原町 697","0uMIkIh47H_iy2YlLcAnmQ","35.662008 140.126651",2
"アミューズメントパフェパレパレ稲毛長沼","千葉県 千葉市稲毛区 長沼原町 737-25　フレスポ稲毛A棟-4","TE1CB9rT2Zq4SnI2jLxy0A","35.657659 140.127918",2
"GiGO 幕張","千葉県 千葉市美浜区 ひび野 1-8　メッセ・アミューズ・モール1F","RPEBMrDKCVE0Q1yYFDizSg","35.64979 140.042392",2
"スタジオプリモ本八幡","千葉県 市川市 八幡 2-15-10　パティオ5F","ZP6FxGu19bpEVqU1amQPSg","35.721324 139.927502",2
"DAIKEIEN","千葉県 市川市 大町 359","3wQf1KcN70aRQ1chhYdwcw","35.762459 139.969109",2
"PALO市川","千葉県 市川市 鬼高 1-1-1　ニッケコルトンプラザ　ウエストモール2F","PFvNlsDIuvFJeLT9Ck67HA","35.716787 139.934213",2
"ラウンドワン市川鬼高","千葉県 市川市 鬼高 4-1-3","YWqB8Zi9rkIzdhssQA2i0g","35.711221 139.927479",2
"タイトーステーション船橋","千葉県 船橋市 本町 1-6-1","RGI09Zl2-x7hyCYh5fEJRQ","35.699891 139.985971",2
"テクモピア船橋南口","千葉県 船橋市 本町 1-7-6　ドリーム船橋ビル3F","u9-8SQQDNZIfUDcGpJjO0A","35.699019 139.985808",2
"アソビクル船橋海神","千葉県 船橋市 海神 3-124-3　コーナン京葉船橋インター店内","GetOn7Mjx41lSsVBS4gYtA","35.699327 139.975727",2
"ソユーゲームフィールド木更津","千葉県 木更津市 築地 1-4　イオンモール木更津2F","-EV3J_aqGQOJH2ruUo49rg","35.366073 139.908342",2
"GiGO 八柱","千葉県 松戸市 日暮 1-1-1　八柱駅第2ビル2F","NwWn3KYY6c4T42TTco1IAg","35.791226 139.937609",2
"千葉レジャーランド野田","千葉県 野田市 吉春 776-1","1WM0ORQybNaJjDQM1vRBqg","35.97146 139.865334",2
"アミュージアム茂原","千葉県 茂原市 高師 1619-1","KNeXGSJNVHfbRR81PcpoEw","35.436923 140.284756",2
"プラサカプコン成田","千葉県 成田市 ウイング土屋 24　イオンモール成田2F","g15jfUnDypHF1AhZhS5XWw","35.795833 140.317616",2
"ラッキー佐倉","千葉県 佐倉市 井野 1475","yQCVD2gTLEUH8mwqFOVwLQ","35.718451 140.136226",2
"柏ヤングボウル","千葉県 柏市 南柏中央 11-1","0SIH5e4tyHzhutaIABL5Dw","35.84596 139.957033",2
"ラウンドワンスタジアムアリオ柏","千葉県 柏市 大島田 1-6-1　セブンパークアリオ柏　1070","-Oiab6x3TMu27XiHb1xSUQ","35.832332 140.011942",2
"GiGO 柏","千葉県 柏市 柏 1-1-11　ファミリかしわB1F","biV5H1Babq1Lc-MTLKHe-Q","35.861488 139.970901",2
"ゲームガリバー柏","千葉県 柏市 柏 1-1-11　ファミリかしわB1F","r8-OtXqZTh_79G7MGYKUvw","35.861686 139.971118",2
"タイトーステーション柏","千葉県 柏市 柏 2-3-1　フーサワビル","0lud_r0jOVEf-nzW2lClxw","35.861344 139.972762",2
"ゲームランドちはら台","千葉県 市原市 ちはら台西 3-4　ショッピングモールunimoちはら台2F","Bk_aFhAJjdGYD-whdYRrqQ","35.528085 140.171725",2
"ゲームチャリオット五井","千葉県 市原市 五井中央西 2-1-2","vnlsDMyNjkpaomDjiFhdFQ","35.513611 140.089812",2
"ラウンドワン市原","千葉県 市原市 八幡北町 3-5-1","WG-IpOGWramgo6gcF2IDIQ","35.547482 140.123382",2
"キャッツアイ八千代","千葉県 八千代市 緑が丘西 2-13-3　ism緑が丘内","E5VWCP3-Eq5Hug2yhJAJeg","35.733136 140.073098",2
"ゲームランド千葉ニュータウン","千葉県 印西市 中央北 3-2　イオンモール千葉ニュータウン　モール棟3F","FrM3OwFiPqlVEhEmJXSauA","35.802952 140.113687",2
"フリスポ佐原","千葉県 香取市 佐原イ 4200　佐原ミナミボウルゲームコーナー","uL41kWjtAY4HQb0NTrRjzQ","35.901146 140.493511",2
"千葉レジャーランド成東","千葉県 山武市 姫島 111-1","CCZZIs9jbUSX3K8jq5c0sA","35.588434 140.390275",2
"GiGO 秋葉原5号館","東京都 千代田区 外神田 1-10-1","V_KuXPj2gBQ4ckG2xe0lVw","35.698749 139.770693",8
"namco秋葉原","東京都 千代田区 外神田 1-15-9","s-OlMZTtnjjcIfIGK4NaUA","35.698009 139.772416",8
