area,locname,locaddress 『艦これアーケード』オリジナルグッズキャンペーン参加店舗一覧2020年2月14日(金)～ 2020年3月22日(日)
北海道,キャッツアイ新川店,北海道札幌市北区新川二条7丁目1-7
北海道,ラウンドワン札幌白石本通店,北海道札幌市白石区本通１６丁目北１－５０
北海道,ゲームランド新さっぽろ,北海道札幌市厚別区中央２条５丁目７－３ カテプリさっぽろ３階
北海道,キャッツアイ新札幌店,北海道札幌市厚別区厚別東五条1-1-10
北海道,キャッツアイ清田店,北海道札幌市清田区清田１条１－２０－１
北海道,ディノスパーク札幌手稲,北海道札幌市手稲区前田1条11丁目 西友手稲店 3階
北海道,キャッツアイ手稲店,北海道札幌市手稲区前田３条１０丁目２－２１
北海道,キャッツアイ東苗穂店,北海道札幌市東区東苗穂6条2丁目1-25
秋田県,ラウンドワン秋田店,秋田県秋田市卸町１－１－２
秋田県,セガ秋田,秋田県秋田市茨島1-1-16
秋田県,SOYUGameField御所野店,秋田県秋田市御所野地蔵田1-1-1イオンモール秋田2F
秋田県,G3ポロス横手南店,秋田県横手市婦気大堤字中田4-1ｲｵﾝｽｰﾊﾟｰｾﾝﾀｰ横手南店2階
秋田県,プラサカプコン大曲店,秋田県大仙市和合字坪立１７７イオン大曲ＳＣ２Ｆ
秋田県,リスチャイルド本荘店,秋田県由利本荘市石脇字田中138SC本荘店内
秋田県,ゲームフィールド鷹巣店,秋田県北秋田市栄字前綱76　いとく鷹巣SC内
秋田県,ゲームフィールド十文字店,秋田県横手市十文字町仁井田字東22-1スーパーモールラッキー内
岩手県,ラウンドワン盛岡店,岩手県盛岡市盛岡駅西通２－１０－３５
岩手県,ＢＩＮＧＯ一関,岩手県一関市山目字中野９２－１
岩手県,セガ水沢,岩手県奥州市水沢佐倉河字鐙田4-1
岩手県,Ｇ３ポロスイオンタウン北上店,岩手県北上市里分四地割２０番地１
岩手県,ソユーゲームフィールド釜石店,岩手県釜石市港町２－１－１イオンタウン釜石店
岩手県,アミューズメントスペースBAGIBAGI,岩手県宮古市新川町3-17
青森県,ラウンドワン青森店,青森県青森市浜田３－１－１
青森県,セガ八戸,青森県八戸市城下4-25-14
青森県,セガ弘前,青森県弘前市末広1-3-3
青森県,ソユースペースファンタジーインフィニ,青森県弘前市城東北３－１０－１さくらの弘前店４Ｆ
青森県,青森メトロポリス,青森県青森市三好1-15-8
青森県,ユーズランド下田店,青森県上北郡おいらせ町中野平４０－１イオンモール下田１Ｆ
北海道,ＢＩＧＢＡＮＧ函館,北海道函館市梁川町９－３テキサスビル３Ｆ
北海道,ラウンドワン函館店,北海道函館市西桔梗町８４８－１１
北海道,ＢＩＧＢＡＮＧ室蘭,北海道室蘭市中島本町２－８－１
北海道,ディノスパーク苫小牧,北海道苫小牧市柳町3丁目1番20号 ｲｵﾝﾓｰﾙ苫小牧 2階
北海道,namco札幌エスタ店,北海道札幌市中央区北5条西2-1-1札幌エスタ9F
北海道,タイトーステーション 札幌狸小路２丁目店,北海道札幌市中央区南３条西２丁目－１４
北海道,マキシム・ヒーロー,北海道札幌市北区北六条西6丁目1-2
北海道,キャッツアイ恵庭店,北海道恵庭市住吉町２丁目９－１
北海道,ソユーゲームフィールド発寒,北海道札幌市西区発寒8条12丁目1-1イオン札幌発寒SC3F
北海道,ラウンドワン札幌すすきの店,北海道札幌市中央区南五条西3-6-1
北海道,ラウンドワン札幌北２１条店,北海道札幌市東区北二十一条東１－１－２１
北海道,タイトーステーション 千歳店,北海道千歳市北栄２－１２－５
北海道,イオン岩見沢　キッズ・パーク,北海道岩見沢市大和4条8
北海道,ディノスパーク旭川,北海道旭川市大雪通5丁目496番地5号 1階
北海道,SOYUGameField旭川西店,北海道旭川市緑町23-2161-3イオンモール旭川西3F
北海道,アミューズメントスペース遊ランド春光店,北海道旭川市春光1条7丁目2-25
北海道,ＢＩＧＢＡＮＧ滝川,北海道滝川市東町１－８－１４
北海道,遊ランド西御料店,北海道旭川市西御料５条２丁目
北海道,ラウンドワン旭川店,北海道旭川市永山三条１－４－７
北海道,ディノスパーク帯広,北海道帯広市白樺16条西2丁目 ﾄﾞﾘｰﾑﾀｳﾝ白樺 1階
北海道,ディノスパーク音更,北海道河東郡音更町木野大通西15丁目2番地12ﾋﾞｯｸﾞﾏｰﾄB棟
北海道,ＢＩＧＢＡＮＧ釧路,北海道釧路郡釧路町木場２－１
北海道,ＢＩＧＢＡＮＧ北見店,北海道北見市中央三輪7丁目４４６－１
北海道,ディノスパーク北見店,北海道北見市西三輪5丁目1番地16号
東京都,東京レジャーランド秋葉原店,東京都千代田区外神田1-9-5
東京都,東京レジャーランド秋葉原2号店,東京都千代田区外神田4-3-3ミナミビル6F・7F
東京都,Ｈｅｙ,東京都千代田区外神田１－１０－５廣瀬本社ビル１階～４階
東京都,エターナルアミューズメントタワー,東京都千代田区外神田４－４－７ＭＴビル
東京都,キラキラＡｓｏｂｏｘ秋葉原３号店,東京都千代田区外神田４－４－２
東京都,セガ秋葉原１号館,東京都千代田区外神田 1-10-9
東京都,セガ秋葉原２号館,東京都千代田区外神田1-15-1
東京都,セガ秋葉原３号館,東京都千代田区外神田1-11-11 外神田１丁目ビルディング
東京都,セガ秋葉原４号館,東京都千代田区外神田 1-15-9 5F
東京都,タイトーステーション上野御徒町店,東京都台東区上野４－６－９湯島商事ビル
東京都,ｎａｍｃｏ王子サンスクエア店,東京都北区王子１－４－１サンスクエア２階
東京都,セガ赤羽,東京都北区赤羽1-7-9 赤羽第一葉山ビルB1
東京都,セガ赤羽駅前,東京都北区赤羽1-2-4
東京都,セガ竹の塚,東京都足立区竹の塚6丁目8番6号　ピーくんPlaza-B
東京都,ハイテクランドセガ立石,東京都葛飾区立石7-2-1
東京都,○×△□（ラくトス）,東京都葛飾区新小岩１－４４－６
東京都,タイトーＦステーションオリナス錦糸町店,東京都墨田区太平4-1-2オリナスモール地下1F
東京都,アムネット小岩店,東京都江戸川区南小岩６－３１－３石井ビル１Ｆ
東京都,ドットコム葛西,東京都江戸川区中葛西３－３５－５
東京都,タイトーＦステーション西葛西,東京都江戸川区西葛西６－６－１０
東京都,ハイテクセガ葛西,東京都江戸川区西葛西5-1-14 第一保志ビル
東京都,セガ船堀,東京都江戸川区船堀1-6-11
東京都,ラウンドワンダイバーシティ東京プラザ店,東京都江東区青海1-1-10ダイバーシティ東京プラザ6階61000
東京都,ラウンドワン南砂店,東京都江東区南砂６－７－１５トピレックプラザ４Ｆ
