第9弾「CHUNITHM LUMINOUS PLUS オリジナルグッズプレゼントキャンペーン」参加店舗一覧,2024年7月25日(木)
ラウンドワン旭川店,北海道旭川市永山三条１−４−７
ソユーゲームフィールド旭川駅前店,北海道旭川市宮下通７−２−５ｲｵﾝﾓｰﾙ旭川駅前４F
SOYUGameField旭川西店,北海道旭川市緑町23-2161-3イオンモール旭川西3F
ＢＩＧＢＡＮＧ釧路,北海道釧路郡釧路町木場２−１
キャッツアイ恵庭店,北海道恵庭市住吉町２丁目９−１
キャッツアイ新札幌店,北海道札幌市厚別区厚別東五条１ー２−１０
ゲームランド新さっぽろ,北海道札幌市厚別区中央２条５丁目７−３ カテプリさっぽろ３階
キャッツアイ宮の沢店,北海道札幌市手稲区西宮の沢５条２丁目１１−１５
ＧｉＧＯ西友手稲,北海道札幌市手稲区前田1条11丁目 西友手稲店 3階
キャッツアイ清田店,北海道札幌市清田区清田１条１−２０−１
ベガジオ美しが丘店,北海道札幌市清田区美しが丘１条　７−６−１０
ソユーゲームフィールド発寒,北海道札幌市西区発寒8条12丁目1　イオン札幌発寒SC3F
タイトーステーション札幌狸小路２丁目店,北海道札幌市中央区南３条西２丁目−１４
ラウンドワン札幌すすきの店,北海道札幌市中央区南五条西3-6-1
東急百貨店さっぽろアミューズパーク,北海道札幌市中央区北４条西２−１東急百貨店さっぽろ店９階
ソユーゲームフィールド苗穂店,北海道札幌市東区東苗穂2条3-1-1　イオンモール札幌苗穂２Ｆ
キャッツアイ東苗穂店,北海道札幌市東区東苗穂６条２丁目１−２５
ラウンドワン札幌北２１条店,北海道札幌市東区北二十一条東１−１−２１
ラウンドワン札幌白石本通店,北海道札幌市白石区本通１６丁目北１−５０
キャッツアイ篠路店,北海道札幌市北区篠路１条４丁目６ー３０
ＧｉＧＯ札幌駅西口,北海道札幌市北区北６条西６丁目１‐１
ＢＩＧＢＡＮＧ室蘭,北海道室蘭市中島本町２−８−１
ＧｉＧＯ室蘭,北海道室蘭市東町４丁目３１番２号１階
イオン千歳　キッズパーク,北海道千歳市栄町６−６１
タイトーステーション 千歳店,北海道千歳市北栄２−１２−５
ＧｉＧＯ帯広稲田,北海道帯広市稲田町南八線西１２−１スズランボウル１・２階
ＧｉＧＯドリームタウン白樺,北海道帯広市白樺１６条西２丁目ドリームタウン白樺１階
ＧｉＧＯイオンモール苫小牧,北海道苫小牧市柳町３丁目１番２０号イオンモール苫小牧２階
ＧｉＧＯ函館昭和,北海道函館市昭和３丁目２４−１８ゲオ函館昭和店１階
ラウンドワン函館店,北海道函館市西桔梗町８４８−１１
ＢＩＧＢＡＮＧ函館,北海道函館市梁川町９−３テキサスビル３Ｆ
ＧｉＧＯ北見,北海道北見市西三輪５丁目１番地１６号
ＢＩＧＢＡＮＧ北見店,北海道北見市中央三輪7丁目４４６−１
イオン紋別　キッズパーク,北海道紋別市花園3-4-39
ゲームフェスタミタマ店,青森県弘前市駅前町5-5
ソユースペースファンタジーインフィニ,青森県弘前市城東北３−１０−１さくら野百貨店弘前店４Ｆ
ＧｉＧＯ弘前,青森県弘前市末広１−３−３
ユーズランド下田店,青森県上北郡おいらせ町中野平４０−１イオンモール下田１Ｆ
ソユーゲームフィールド青森店,青森県青森市浜田1-14-1イトーヨーカドー青森店2F
ラウンドワン青森店,青森県青森市浜田３−１−１
ソユーゲームフィールド八戸店,青森県八戸市沼館4-7-112八戸ピアドゥＢ棟2F
ＧｉＧＯ八戸,青森県八戸市城下４−２５−１４
ＧｉＧＯ水沢,岩手県奥州市水沢区佐倉河字鎧田４−１
ソユーファミリーゲームフィールド花巻店,岩手県花巻市高木第１６地割６８−６　銀河モール１Ｆ
ソユーゲームフィールド釜石店,岩手県釜石市港町２−１−１イオンタウン釜石店３F
タイトーステーション 盛岡マッハランド店,岩手県盛岡市上堂１−２−３８マッハランド内
ラウンドワン盛岡店,岩手県盛岡市盛岡駅西通２−１０−３５
ゲームランド盛岡店,岩手県盛岡市前潟４−７−１イオンモール盛岡２Ｆ
ソユーゲームフィールド盛岡南,岩手県盛岡市本宮7-1-1ｲｵﾝﾓｰﾙ盛岡南1F
アミューズメントゾーン北上店,岩手県北上市本通2-2-1さくら野北上店4F
ＧｉＧＯ利府,宮城県宮城郡利府町加瀬字新前谷地５５−１
アピナ新利府　北館店,宮城県宮城郡利府町利府字新屋田前２２イオンモール新利府北館２
ユーズランド大河原店,宮城県柴田郡大河原町小島2-1フォルテ2F
プラサカプコン石巻店,宮城県石巻市茜平4丁目104番地 ｲｵﾝﾓｰﾙ石巻ｼｮｯﾋﾟﾝｸﾞｾﾝﾀｰ2F
