id, data-fdesc, data-name, data-address, data-access, data-telno, data-operationtime, data-holiday, data-latitude data-longitude
"id_shop_ce986afe7b3d8c4e85cb70c099a517ec","ce986afe7b3d8c4e85cb70c099a517ec","ラウンドワン函館店","函館市西桔梗町848-11","産業道路 西桔梗町 函館中央自動車学校様隣","0138-49-8401","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し",""
"id_shop_cda8cddd4c62b131fb0fd872ef64733b","cda8cddd4c62b131fb0fd872ef64733b","ディノスパーク北見","北見市西三輪5-1-16","国道39号 大雪大通沿い","0157-32-6011","10:00～24:00","無し","43.79655355 143.8426866"
"id_shop_353a4a59d5eccd8f0ffe4e5d17e5ee49","353a4a59d5eccd8f0ffe4e5d17e5ee49","ディノスパーク帯広","帯広市白樺16条西2ドリームタウン白樺内","ドリームタウン白樺内","0155-38-2811","9:00～翌3:00","無し","42.91947724 143.174195"
"id_shop_8bca737af6c3cb0eeff2a69403329f86","8bca737af6c3cb0eeff2a69403329f86","ラウンドワン旭川店","旭川市永山3条1-4-7","国道39号 永山3条1丁目","0166-49-5071","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し",""
"id_shop_a653d257079fbce7e8d6596e1bbc4e5a","a653d257079fbce7e8d6596e1bbc4e5a","ラウンドワン札幌すすきの店","札幌市中央区南五条西3-6-1札幌東宝公楽ビル","札幌市営地下鉄「すすきの駅」「豊水すすきの駅」より徒歩約2分","011-520-1022","6:00～23:50","無し","43.05431311 141.3540587"
"id_shop_a5d5ffbfdb8c704beb756277ec8e5c38","a5d5ffbfdb8c704beb756277ec8e5c38","ディノスパーク札幌手稲","札幌市手稲区前田1条11西友手稲店3F","西友手稲店3F","011-699-2201","ゲームコーナー9:00～26:00 / メダルコーナー9:00～24:00","無し",""
"id_shop_de967e1a41eac5fe2fdab8175c2c02be","de967e1a41eac5fe2fdab8175c2c02be","ラウンドワン札幌北21条店","札幌市東区北21条東1-1-21","[市営地下鉄南北線 北24条駅] 南北線北24条駅2番出口より北24条通り東へ430m。創成川通り(石狩街道)を東へ470m  徒歩約15分","011-733-8801","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","43.08681907 141.3495671"
"id_shop_4cf50d6440cafda84b960a8159d61d89","4cf50d6440cafda84b960a8159d61d89","ユーズランド下田店","上北郡おいらせ町中野平40-1イオンモール下田1F","イオン下田SC1・2FJR下田駅よりバスで10分八戸市より車で約15km、三沢市より車で約15km","0178-50-3237","10:00～22:00","無し","40.60188383 141.4176032"
"id_shop_f857152de32c6da3f2deb458963e593c","f857152de32c6da3f2deb458963e593c","ラウンドワン青森店","青森市浜田3-1-1","青森自動車道 青森中央IC下車 浜田ドリームタウンアリー内","017-762-3591","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し",""
"id_shop_419e00954b9c358893e8041bb425d517","419e00954b9c358893e8041bb425d517","テクノワールド","奥州市江刺愛宕梁川127-1","","0197-47-3619","店舗にてご確認ください","無し","39.179225 141.162155"
"id_shop_2c446cb47c1959b6b7b387c541f5c8c4","2c446cb47c1959b6b7b387c541f5c8c4","ラウンドワン盛岡店","盛岡市盛岡駅西通2-10-35","盛岡駅 西口すぐ","019-654-9011","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し",""
"id_shop_4fd5b9951773260e25426acd35c387df","4fd5b9951773260e25426acd35c387df","ラウンドワン仙台苦竹店","仙台市宮城野区苦竹1-7-10","JR仙石線苦竹駅すぐ","022-788-2581","10:00～23:50 土日祝6:00～23:50","無し","38.26828399 140.9172614"
"id_shop_4849b02f89f69504e072941c1aa5dd5b","4849b02f89f69504e072941c1aa5dd5b","スーパーノバイオン仙台中山","仙台市泉区南中山1-35-57イオン仙台中山店別館3F","","022-347-3139","","","38.299061 140.828497"
"id_shop_61ab9402ef3b52689fcfcbc2bcf04976","61ab9402ef3b52689fcfcbc2bcf04976","ゲームコーナー東部","仙台市若林区六丁の目中町26-60","六丁目の交差点より多賀城方面へ向かい車で5分。産業通り沿い。","022-287-5880","9:00～24:00","無し","38.25101621 140.9438974"
"id_shop_5949cea6aa4154f939b395b5b703f154","5949cea6aa4154f939b395b5b703f154","スーパーノバ仙台一番町","仙台市青葉区一番町4-5-13サンシャインビル1F","","022-393-6746","","","38.26424 140.87121"
"id_shop_fd233da102e8ecfb472370e0b5edd462","fd233da102e8ecfb472370e0b5edd462","スーパーノバ仙台利府","宮城郡利府町加瀬字新前谷地55-1","三陸自動車道 利府中IC下車利府バイパス沿い車で5分","022-352-1399","10:00～24:00","無し","38.32801132 140.9756135"
"id_shop_ad65c2ee5970dae4177b1879fcc9e50a","ad65c2ee5970dae4177b1879fcc9e50a","アピナ富谷店","富谷市大清水1-33-1イオンモール109シネマズ富谷1F","","022-341-5177","","",""
"id_shop_8ddcbea6538f67e8ec621c5abc4b51aa","8ddcbea6538f67e8ec621c5abc4b51aa","ラウンドワン秋田店","秋田市卸町1-1-2","国道13号 古川添交差点","018-896-6711","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","39.70235247 140.1092394"
"id_shop_c6a67fb6d2fd275c0e7060a09344964f","c6a67fb6d2fd275c0e7060a09344964f","スーパーノバ天童","天童市南町1-5-26","JR「天童駅」より車で10分。国道13号線を南下し国道沿い左側。","023-656-9370","10:00～24:00","無し","38.34302924 140.3739732"
"id_shop_68e31355a4b6578ade5b47789878c8cd","68e31355a4b6578ade5b47789878c8cd","嶺宝スポーツセンター","いわき市小名浜住吉字折返2-2","6号バイパス住吉交差点横","0246-58-8093","11:00～23:00","火曜日","36.97400283 140.8903913"
"id_shop_ef43a3896e5b090224f9bedfe8b3c86e","ef43a3896e5b090224f9bedfe8b3c86e","スーパーノバ会津","会津若松市町北町上荒久田字宮下142","磐越道会津若松IC側","0242-37-0777","9:00～24:00","無し","37.51832577 139.9222191"
"id_shop_d21677e768a7b68c6f501b3d840ffea1","d21677e768a7b68c6f501b3d840ffea1","ラウンドワン福島店","福島市太田町14-18","福島駅前 西口すぐ","024-525-4731","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","37.75259469 140.4562354"
"id_shop_58b4d5272efebcef2bfe6db23d780d94","58b4d5272efebcef2bfe6db23d780d94","スーパーノバ福島","福島市黒岩字中島7-2","高速福島西ICより車で15分。国道4号線を右折し「黒岩」交差点手前左側。","024-544-0280","10:00～24:00","無し","37.72791083 140.4671033"
"id_shop_84ad0c511b9885beb9fea9b9a2335a8d","84ad0c511b9885beb9fea9b9a2335a8d","ラウンドワン郡山店","郡山市向河原町4-55","JR郡山駅東側(西口よりJRをくぐり約10分)","024-941-3191","10:00～24:00","無し",""
"id_shop_0b1d9086a319f94eb3d95a3fec678902","0b1d9086a319f94eb3d95a3fec678902","タイトーFステーション郡山オリエントパーク店","郡山市安積町荒井字大久保35-1","","024-946-8222","","","37.37465045 140.3487929"
"id_shop_b60c5050c68c9cf00045402a6254f5c5","b60c5050c68c9cf00045402a6254f5c5","ゲームメガみらい平店","つくばみらい市陽光台1-14-1","みらい平駅前","0297-20-7070","9:30～24:00","無し",""
"id_shop_cc46293e13922d30910df91d3fd4d769","cc46293e13922d30910df91d3fd4d769","ゲームメガつくば店","つくば市小野崎177-2","","029-846-1200","","","36.07682559 140.1047877"
"id_shop_1c0c48cf7a252372413c7fd5794bec2c","1c0c48cf7a252372413c7fd5794bec2c","ピンクパンサー 下妻店","下妻市小島884-10","国道旧294号線沿い","0296-43-6880","12:00～24:00","無し","36.17067062 139.9664734"
"id_shop_ff550daad1fa57b20a57cf08d83ca6d7","ff550daad1fa57b20a57cf08d83ca6d7","ゲームパドック プラスワン","古河市小堤1916-1","国道125号、古河方面から下妻方面に走行、新幹線のガードをくくって500m左手","0280-98-5161","9:00～24:00","無し","36.2067047 139.7580433"
"id_shop_b87618a0bded87615e2d0b2e2b1bf52e","b87618a0bded87615e2d0b2e2b1bf52e","ゲームパニックつくば","土浦市中村東1-1-1","","080-3350-1839","","","36.04632758 140.1679958"
"id_shop_3d4a60c258b360a0ec49db6d65fd9d70","3d4a60c258b360a0ec49db6d65fd9d70","ゲームメガ日立店","日立市東多賀町5-10-10","常陸多賀駅徒歩5分","0294-32-1983","10:00～24:00","無し","36.54818909 140.6305166"
"id_shop_d9f14f27390811525536fef00f105e7b","d9f14f27390811525536fef00f105e7b","ユーズランド水戸内原店","水戸市内原2-1イオンモール水戸内原2F","","029-259-1218","","","36.374428 140.3590138"
"id_shop_d46892c6a7e439bdb18847d407250a47","d46892c6a7e439bdb18847d407250a47","ピンクパンサー 水戸けやき台店","水戸市酒門町3276-1","50号バイパス沿い","029-247-1983","10:00～24:00","無し",""
"id_shop_8fc5dab945ef9260b7a052c0b76e15f2","8fc5dab945ef9260b7a052c0b76e15f2","インターパークプラスワン","宇都宮市インターパーク6-5-1","国道4号線、北関東自動車道、宇都宮上三川インターインター降りてすぐ","028-657-6789","9:00～24:00","無し","36.48822111 139.9053211"
"id_shop_0390231c20f98cc6f32930f3bcd36381","0390231c20f98cc6f32930f3bcd36381","ラウンドワン宇都宮店","宇都宮市江曽島町2072-1","宇都宮4号線 西原町・簗瀬ドンキホーテ様 西側","028-614-8171","平日10:00～23:50 土日祝6:00～23:50","無し","36.54080987 139.8868656"
"id_shop_a023f0b26ab95f166e55a54b2bbd02b0","a023f0b26ab95f166e55a54b2bbd02b0","シーサイドリゾート","宇都宮市睦町7-3","鹿沼街道沿い","028-632-5006","10:00～24:00","無し","36.56327652 139.8604649"
"id_shop_2a63bcb14f861dcbb9b9ec7c951f50a5","2a63bcb14f861dcbb9b9ec7c951f50a5","ドラマ足利店","足利市朝倉町244-1","東武伊勢崎線足利市駅より徒歩10分","0284-73-9559","10:00～24:00","無し","36.32220259 139.4503607"
"id_shop_202381d92beaf8ad0c9b1b4a92801530","202381d92beaf8ad0c9b1b4a92801530","群馬レジャーランド伊勢崎店","伊勢崎市連取町3066-1","伊勢崎市内県道2号線沿い伊勢崎オート近く","0270-40-5330","一部24時間営業","無し","36.31824274 139.1723592"
"id_shop_7242aefd06818f758ebf4e999a539d39","7242aefd06818f758ebf4e999a539d39","ラウンドワン前橋店","前橋市天川大島町1101-1","両毛線前橋大島南口下車 徒歩約6分","027-287-1501","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","36.36935145 139.1049239"
"id_shop_edb06a690bfcfaa08a625124289bce7c","edb06a690bfcfaa08a625124289bce7c","群馬レジャーランド太田店","太田市西矢島町162-2","","0276-47-8030","一部24時間営業","無し","36.26802219 139.3761382"
"id_shop_2d82aa59dff25476df6904ba28a5db0f","2d82aa59dff25476df6904ba28a5db0f","群馬レジャーランド渋川店","渋川市八木原1364","","0279-25-0718","","","36.4742053 139.0154654"
"id_shop_00f4cb833487484edafae72b2cb0c22d","00f4cb833487484edafae72b2cb0c22d","群馬レジャーランド藤岡店","藤岡市中2002-1","県道13号沿い、上信越道藤岡IC北 カーオプション店『ピット100』2階","0274-40-2371","一部24時間営業","","36.27426745 139.0718857"
"id_shop_5c0ebcbdea4539f37d2e190b43ef47ba","5c0ebcbdea4539f37d2e190b43ef47ba","ユーズランド高崎店","高崎市棟高町1400-イオン高崎SC2F","","027-310-9113","10:00～23:00","","36.39047889 139.0067302"
"id_shop_d9781d1e3819d9ab817de8afa9c39580","d9781d1e3819d9ab817de8afa9c39580","群馬レジャーランド高崎駅東口店","高崎市江木町333-1高崎EXビル2F","JR高崎駅東口徒歩10分","027-330-3002","一部24時間営業","無し","36.32992086 139.0128661"
"id_shop_32b617659c0fb867b079027e4acebc5f","32b617659c0fb867b079027e4acebc5f","タイトーステーション大宮店","さいたま市大宮区大門町1-1","大宮駅東口徒歩1分","048-782-5461","9:00～翌1:00","無し","35.907441 139.625505"
"id_shop_53de4d3b8bd7e4acca76b7caaacabb06","53de4d3b8bd7e4acca76b7caaacabb06","ウェアハウス三橋店","さいたま市西区三橋6-955-1","国道17号バイパス三橋六丁目交差点","048-795-8380","一部24時間営業","無し",""
"id_shop_5c5671e5665396936d1c3f84e18ced4c","5c5671e5665396936d1c3f84e18ced4c","ゲームパニック三郷","三郷市ピアラシティ1-1-200","","048-953-8295","","","35.84215546 139.8548102"
"id_shop_ec84a3398f86c39a1d6a7ea2ee37a3d1","ec84a3398f86c39a1d6a7ea2ee37a3d1","ラウンドワン上尾店","上尾市大字平塚917-1","国道17号線上尾市役所前を伊奈方面へ 平塚交差点左折すぐ平塚公園前","048-778-3411","10:00～24:00","無し","35.98574121 139.6078308"
"id_shop_c581e57fa87bbba2aa16d2b874a32572","c581e57fa87bbba2aa16d2b874a32572","ラウンドワンさいたま･栗橋店","久喜市小右衛門192-1","国道4号 東北新幹線 高架そば","0480-55-0831","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し",""
"id_shop_2ff7fa1d263e1c5f34fc394037ce85c5","2ff7fa1d263e1c5f34fc394037ce85c5","ラウンドワンさいたま･上里店","児玉郡上里町大字金久保字周川394-1","国道17号「金久保」交差点 東","0495-35-2201","10:00～24:00","無し","36.259925 139.137383"
"id_shop_c522a52cbaf30606407bbe64ed87a6b0","c522a52cbaf30606407bbe64ed87a6b0","ラウンドワン入間店","入間市小谷田3-7-25","西武池袋線入間市駅 下車","042-960-1521","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し","35.82812299 139.3755366"
"id_shop_8059dacd6c6ccf9ff27af33b9c4505eb","8059dacd6c6ccf9ff27af33b9c4505eb","ビッグボウル杉戸","北葛飾郡杉戸町杉戸2338","東武伊勢崎線東武動物公園駅より徒歩30分 国道4号線沿い","0480-34-7870","10:00～翌1:00","無し",""
"id_shop_82a2960d551a3ec0c1aab991e3307b4c","82a2960d551a3ec0c1aab991e3307b4c","シルクハット川口","川口市栄町3-1-16イート川口ビル4F","JR川口駅前","","9:00～23:45","無し","35.80293217 139.7175416"
"id_shop_4c23f06b8b22f2bf962e5159bb92cf68","4c23f06b8b22f2bf962e5159bb92cf68","タイトーFステーションクレアモール川越店","川越市新富町2-1-13本川越SSビル1-4F","","049-298-8963","","","35.91384483 139.482921"
"id_shop_bef88a9d89f14f1c95adb98aef2f5d8d","bef88a9d89f14f1c95adb98aef2f5d8d","ラウンドワン朝霞店","朝霞市膝折町2-16-10","川越道沿い 膝折公団前のすぐ","048-450-1822","10:00～24:00/土9:00～24:00/日・祝8:00～24:00","無し",""
"id_shop_0a64c24e00534d6a541463a03c21e5f1","0a64c24e00534d6a541463a03c21e5f1","ビデオゲームミュージアムロボット深谷店","深谷市上柴町西4-12-1","","048-573-3951","10:00～24:00","無し","36.17966807 139.2987761"
"id_shop_7eb6129332f31ff53018925a48343476","7eb6129332f31ff53018925a48343476","モンテカルロ深谷店","深谷市西島3-1-2スカイハイツ","","048-574-3804","","","36.1919957 139.278317"
"id_shop_404b12a9ffb93e5e4d862e7f646aec89","404b12a9ffb93e5e4d862e7f646aec89","ラウンドワン草加店","草加市谷塚上町204番1","国道4号線を埼玉方面へ谷塚仲町交差点左折 安行街道 柳島交差点すぐ","048-920-3701","10:00～24:00","",""
