name,address,loc_id,latitude&longitude
"タイトーステーション札幌狸小路2丁目","北海道 札幌市中央区 南三条 西2-14　ニコービル","tgNdKGtqlA5hY25gmz9oNQ","43.057336 141.355453"
"ラウンドワン札幌すすきの","北海道 札幌市中央区 南五条西 3-6-1","DEcah2oynr8vD325wTaU9A","43.054536 141.354524"
"GiGO 札幌駅西口","北海道 札幌市北区 北六条西 6　JR高架下","H57iUkDJXydOoqQFnN4QYQ","43.067531 141.34628"
"キャッツアイ新川","北海道 札幌市北区 新川二条 7-1-7","9dmK49ay3c7RIMpk-bBIiw","43.100736 141.310272"
"キャッツアイ篠路","北海道 札幌市北区 篠路一条 4-6-30","33DTOzj56Wb2izvCHfVmig","43.140652 141.357191"
"ゲームランド新さっぽろ","北海道 札幌市厚別区 厚別中央二条 5-7　新さっぽろアークシティ　カテプリ新さっぽろ3F","vjFsQO-W_EKqzoDeiiCykg","43.037441 141.472478"
"キャッツアイ新札幌","北海道 札幌市厚別区 厚別東五条 1　ホーマックスーパーデポ厚別東店横","JUZEMwMT_gsRUleEjU5IVQ","43.045268 141.475797"
"ディノスパーク札幌手稲","北海道 札幌市手稲区 前田一条 11　西友手稲店3F","CAmHkgAgtF5dCI2-sk82TQ","43.120345 141.245427"
"キャッツアイ宮の沢","北海道 札幌市手稲区 西宮の沢五条 2-11-15","oEw6stYrCEqfRdwtKPiNPg","43.096392 141.257657"
"ラウンドワンスタジアム札幌北21条","北海道 札幌市東区 北二十一条東 1-1-21","FRVHpQMTAClhOqqm7Xsoyg","43.086887 141.34985"
"アドアーズ札幌北42条","北海道 札幌市東区 北四十二条東 7-1-1　ドン・キホーテ北42条店2F","WPMRbdk-NXkwkyFw5mLNsw","43.112034 141.355326"
"キャッツアイ東苗穂","北海道 札幌市東区 東苗穂六条 2-1-25","DepRnL1pBoinmWvKZ52Ivw","43.092377 141.406961"
"キャッツアイ清田","北海道 札幌市清田区 清田一条 1-20-1","hzWMFmJ3s3CoA1QAK-ThLA","43.002843 141.436304"
"ラウンドワンスタジアム札幌・白石本通","北海道 札幌市白石区 本通 16-北1-50","aMdTukaIq7whaUbaJhnUPw","43.036928 141.432887"
"namco札幌西町","北海道 札幌市西区 西町北 13-1　ワンダーシティ札幌","OIMN0bcMAaaIGsWB3Bhzeg","43.082401 141.283759"
"BIG BANG 函館","北海道 函館市 梁川町 9-3　パボッツ函館3F","UM3Do5bZM6dqGYnwniSEPg","41.789039 140.744381"
"ラウンドワンスタジアム函館","北海道 函館市 西桔梗町 848-11","TZAv1Nmcw3ocBewGVGXf0Q","41.82459 140.71745"
"アミューズメントスペース遊ランド春光","北海道 旭川市 春光一条 7-2-25　第2ダイワビル2F","Xaqa-MmVS9DlDnuG3vkdbw","43.798197 142.374036"
"ラウンドワンスタジアム旭川","北海道 旭川市 永山三条 1-4-7","_xdOEjTFE2umwHG2jRUxhw","43.786538 142.397245"
"BIG BANG 室蘭","北海道 室蘭市 中島本町 2-8-1","BgY_GS2c9t7eqkjL14dthQ","42.353406 141.014425"
"GiGO 室蘭","北海道 室蘭市 東町 4-31-3","gDYKpI2gGP0j70rp_0ypyw","42.342173 141.025957"
"GiGO ドリームタウン白樺","北海道 帯広市 白樺十六条西 2　ドリームタウン白樺内","9ywxD-5JxPNbA3XlsZFoLA","42.919499 143.174171"
"GiGO 帯広稲田","北海道 帯広市 稲田町南8線西 12-1　帯広スズランボウル内","g5K6N5O-KFCmrfgORVlYFg","42.890206 143.19646"
"BIG BANG 北見","北海道 北見市 中央三輪 7-446-1","CCc6opAOJGrvleAYeQKaSw","43.796972 143.851408"
"GiGO 北見","北海道 北見市 西三輪 5-1-16","PoWlJgBqNwCsLsuArkaLgQ","43.796546 143.842546"
"キャッツアイ苫小牧駅前","北海道 苫小牧市 木場町 1-3","0IK3bKfL2v_auvhqGFwS0g","42.64178 141.598406"
"GiGO BOWLイオンモール苫小牧","北海道 苫小牧市 柳町 3-1-20　イオンモール苫小牧2F","tKjDckUbqUKtpf7znHkQ3A","42.655742 141.64089"
"アミューズメントスペース遊ランド稚内","北海道 稚内市 港 5-8-15","kI8lAziyvWuHSU42ftYEzg","45.400738 141.68089"
"タイトーステーション千歳","北海道 千歳市 北栄 2-12-5","aV_F6ZW9Z0vAShh_EQVTBA","42.833339 141.645548"
"キャッツアイ恵庭","北海道 恵庭市 住吉町 2-9-1","FA3p5k7wZGjc5QDJ64GzGA","42.875885 141.583461"
"BIG BANG 釧路","北海道 釧路郡釧路町 木場 2-1","zbKLO5Bsgnt-KiSlDXD3vw","43.009205 144.409919"
"ラウンドワン青森","青森県 青森市 浜田 3-1-1","L89y1qRIN153St-aNZj91w","40.799322 140.748564"
"ソユースペースファンタジーインフィニ","青森県 弘前市 城東北 3-10-1　さくら野百貨店弘前店4F","3nUxecHCAT-i7SPYI6gJ9g","40.607213 140.49568"
"GiGO 弘前","青森県 弘前市 末広 1-3-3","RsTCh9SA27jtPqZPPn9l6g","40.604073 140.499919"
"ゲームフェスタミタマ","青森県 弘前市 駅前町 5-5","pSzUpBQEV_PdRVO4XGyYLw","40.598386 140.483546"
"GiGO 八戸","青森県 八戸市 城下 4-25-14","LsjVp1XmDlMMuCVWwwiJqg","40.519908 141.4983"
"ファンタジードーム八戸","青森県 八戸市 江陽 2-14-1　ラピア別棟","sVAO7nDuDoMC-BRESBAxww","40.521872 141.502709"
"PALO五所川原","青森県 五所川原市 唐笠柳字藤巻 641-1　アクロスプラザ五所川原内","iGiTD_GnCPPKQN5JlLGvEA","40.800759 140.46146"
"ユーズランド下田","青森県 上北郡おいらせ町 中野平 40-1　イオンモール下田1F","mSS8_YA6PY90rt4wxxebBg","40.601457 141.417784"
"タイトーステーション盛岡マッハランド","岩手県 盛岡市 上堂 1-2-38","lK-ckkYYe3p0BG0rjoWIKw","39.723165 141.126452"
"ゲームランド盛岡","岩手県 盛岡市 前潟 4-7-1　イオンモール盛岡2F","-gFKvqzXYQxNGxrLiWqFgQ","39.711606 141.099932"
"ラウンドワンスタジアム盛岡","岩手県 盛岡市 盛岡駅西通 2-10-35","lhPjYxW30376WQgOUSimRQ","39.700378 141.133194"
"チャットタウン北上","岩手県 北上市 北鬼柳 19-68　江釣子SCパル2F","DEGec8EGqQgPFch02GAusg","39.293188 141.093097"
"G3ポロスイオンタウン北上","岩手県 北上市 里分 4地割20-1　イオンタウン北上内","OoqwswHGl9FzduDUPNjz3g","39.294853 141.133957"
"ビンゴ一関","岩手県 一関市 山目字中野 92-1","9RL-xBn0Dxxqcf261Z8cHA","38.93376 141.118321"
"GiGO 水沢","岩手県 奥州市 水沢区佐倉河字鐙田 4-1","PuQ-PUHcChffynbuiZFi7g","39.152657 141.149372"
"テクノワールド","岩手県 奥州市 江刺区愛宕字梁川 127-1","HjfPQCA9wNzHZnf73gzVTQ","39.179242 141.162168"
"タイトーステーション仙台ベガロポリス","宮城県 仙台市太白区 西多賀 5-24-1　ベガロポリス内","J7nZ7JnGWXOxvZ_PDQYDAQ","38.219688 140.847988"
"THE 3RD PLANET BiVi仙台","宮城県 仙台市宮城野区 榴岡 2-1-25　BiVi仙台駅東口2F","fA6bCAJcgzMxPfkUxS3Ggw","38.261098 140.883586"
"ラウンドワン仙台苦竹","宮城県 仙台市宮城野区 苦竹 1-7-10","PRRyoyf1GVSclhb6DNed7A","38.268083 140.917245"
"スーパーノバイオン仙台中山","宮城県 仙台市泉区 南中山 1-35-57　イオン仙台中山SC　イオン仙台中山店別館3F","rI7ymjTOFiPfPZtjZO_c9Q","38.297896 140.827083"
"GAME BANK 泉","宮城県 仙台市泉区 大沢 2-5-4","PxXWTR6SVhQUo1Cujad0lw","38.352736 140.877348"
"ゲームコーナー東部","宮城県 仙台市若林区 六丁の目中町 26-60　斎喜東部ビル","37uxHObyaKaWrP4st9eivg","38.250969 140.943894"
"スーパーノバ仙台一番町","宮城県 仙台市青葉区 一番町 4-5-13　サンシャインビル1F","rmYNsVg3O8LwrlVd4gPumQ","38.264135 140.871162"
"タイトーステーション仙台名掛丁","宮城県 仙台市青葉区 中央 1-7-13","_3y6xX8FjWi2uiCPrpc4UQ","38.262066 140.879083"
"GiGO 仙台","宮城県 仙台市青葉区 中央 2-5-5","08rsOjm3vjm8e677jwwdXg","38.261621 140.876736"
"GiGO 石巻","宮城県 石巻市 大街道東 4-1-45","uDeX5CptmdigD5XBXEBUNw","38.429408 141.285368"
"プラサカプコン石巻","宮城県 石巻市 茜平 4-104　イオンモール石巻2F","ezX2oakgeQdZJIM0bpC5Gg","38.447539 141.264872"
"GiGO 名取","宮城県 名取市 飯野坂字土城堀 57-1","3kKfDLlZgvHCqVD5MftddQ","38.156558 140.888377"
"ソユーゲームフィールド矢本","宮城県 東松島市 小松 字上浮足43　イオンタウン矢本","JJ5KFYMC0mYpUiInHc_0WA","38.425195 141.202975"
"ソユーゲームフィールド古川","宮城県 大崎市 古川沢田 字筒場浦15　イオンタウン古川内","XUsqBCYKjhdYSh0uJX49LQ","38.599023 140.974156"
"アピナ富谷","宮城県 富谷市 大清水 1-33-1　イオンモール富谷別棟109シネマズ富谷1F","l6m17YF5aqClJ3uEdIQyjg","38.364878 140.875232"
