name,address,loc_id,latitude&longitude,pcb_count
"アピナ新利府北館","宮城県 宮城郡利府町 利府 字新屋田前22　イオンモール新利府北館2F","RtY5DxULSbdh0mCBeQZPuQ","","","8"
"ラウンドワンスタジアム仙台泉","宮城県 仙台市泉区 大沢 2-12-4　仙台泉インターシティ1・2F","kBbi5fNOJWustml2IJt1lw","","","4"
"バンダイナムコ Cross Store 仙台","宮城県 名取市 杜せきのした 5-3-1　イオンモール名取3F","3dn0Ct6NxaCQZbw_IMKXWQ","","","4"
"namcoイオンモール新利府南館","宮城県 宮城郡利府町 新中道 3-1-1　イオンモール利府南館3F","iERsbFqunQPvmX2B_haeGQ","","","4"
"ラウンドワン仙台苦竹","宮城県 仙台市宮城野区 苦竹 1-7-10","PRRyoyf1GVSclhb6DNed7A","","","3"
"GiGO イオン仙台中山","宮城県 仙台市泉区 南中山 1-35-57　イオン仙台中山SC　イオン仙台中山店別館3F","rI7ymjTOFiPfPZtjZO_c9Q","","","3"
"GAME BANK 泉","宮城県 仙台市泉区 大沢 2-5-4","PxXWTR6SVhQUo1Cujad0lw","","","3"
"GiGO 仙台一番町","宮城県 仙台市青葉区 一番町 4-5-13　サンシャインビル1F","rmYNsVg3O8LwrlVd4gPumQ","","","3"
"タイトーステーション仙台ベガロポリス","宮城県 仙台市太白区 西多賀 5-24-1　ベガロポリス内","J7nZ7JnGWXOxvZ_PDQYDAQ","","","2"
"モーリーファンタジー鈎取","宮城県 仙台市太白区 鈎取本町 1-21-1　イオンスーパーセンター鈎取店1F","LlaKGmW8r3fqCGhk4dC4dg","","","2"
"ゲームフィールド仙台長町","宮城県 仙台市太白区 長町 7-20-3　ザ・モール仙台長町3F","EkjeQb4Z4mcmE0b7pHT2pw","","","2"
"モーリーファンタジーヨドバシ仙台","宮城県 仙台市宮城野区 榴岡 1ｰ3−1　ヨドバシ仙台第1ビル5F","A-rojugFcz50zzaVSbizQg","","","2"
"モーリーファンタジー仙台中山","宮城県 仙台市泉区 南中山 1-35-40　イオン仙台中山SC　イオン仙台中山店3F","HSZu1UQUgrwba9P1YtYhLA","","","2"
"GiGO 泉中央ショッピングプラザセルバ","宮城県 仙台市泉区 泉中央 1-4-1　泉ショッピングプラザ・セルバ5F","A_bBKR0nm5VkBDQEtum_cg","","","2"
"ゲームコーナー東部","宮城県 仙台市若林区 六丁の目中町 26-60　斎喜東部ビル","37uxHObyaKaWrP4st9eivg","","","2"
"モーリーファンタジー仙台卸町","宮城県 仙台市若林区 卸町 1-1　イオンスタイル仙台卸町3F","VyrOA4mzIh3MEvB84SAtsw","","","2"
"タイトーステーション仙台名掛丁","宮城県 仙台市青葉区 中央 1-7-13","_3y6xX8FjWi2uiCPrpc4UQ","","","2"
"タイトーステーション仙台クリスロード","宮城県 仙台市青葉区 中央 2-3-25","SlSXiCxBcPyvExFshZ3vPA","","","2"
"GiGO 仙台","宮城県 仙台市青葉区 中央 2-5-5","08rsOjm3vjm8e677jwwdXg","","","2"
"ゲームフィールド仙台上杉","宮城県 仙台市青葉区 堤通雨宮町 1-1　イオンモール仙台上杉3F","Lv8eJjRhX3YTUUXFBinu7A","","","2"
"GiGO 石巻","宮城県 石巻市 大街道東 4-1-45","uDeX5CptmdigD5XBXEBUNw","","","2"
"プラサカプコン石巻","宮城県 石巻市 茜平 4-104　イオンモール石巻2F","ezX2oakgeQdZJIM0bpC5Gg","","","2"
"モーリーファンタジー石巻","宮城県 石巻市 茜平 4-104　イオンモール石巻　イオン石巻店2F","zfXisTg5WBcxLdmQWN1oIg","","","2"
"モーリーファンタジー気仙沼","宮城県 気仙沼市 赤岩舘下 6-1外　イオン気仙沼店2F","5BfiUqJbJ2GboFbDRObpEA","","","2"
"モーリーファンタジー新名取","宮城県 名取市 杜せきのした 5-3-1　イオンモール名取　イオン新名取店3F","b-yG3F5r82mz9tgprl2IyA","","","2"
"アミューズパーク名取りんくう","宮城県 名取市 美田園 6-24","mueatcL-BUdhsq3yWoU7fA","","","2"
"モーリーファンタジー多賀城","宮城県 多賀城市 町前 4-1-1　イオン多賀城店3F","_EoX_CzSM53jfGa23eSNcg","","","2"
"サープラ岩沼あそびタウン","宮城県 岩沼市 末広 1-2-11","kWS6mKK5mW0I8xfIJkV5dg","","","2"
"ゲームランド佐沼","宮城県 登米市 南方町新島前 46-1　イオンタウン佐沼1F","Emmn3DtAPqwczdqRp-gnhw","","","2"
"モーリーファンタジー古川","宮城県 大崎市 古川旭 2-2-1　イオン古川店2F","JNLcqD6J36kl_O514Wsc6A","","","2"
"HapipiLand古川","宮城県 大崎市 古川沢田 筒場浦15　ザ・ダイソーイオンタウン店2F","6y9MtwGTCs4Q18wRK4GBkA","","","2"
"namcoイオンモール富谷","宮城県 富谷市 大清水 1-33-1　イオンモール富谷2F","tyxGma-ytaXT-Vc4AGeL8A","","","2"
"アピナ富谷","宮城県 富谷市 大清水 1-33-1　イオンモール富谷別棟109シネマズ富谷1F","l6m17YF5aqClJ3uEdIQyjg","","","2"
"GiGO 仙台利府","宮城県 宮城郡利府町 加瀬字新前谷地 55-1　利府ペアガーデン内","x8gZNPqPXE8NX_7tCukm_Q","","","2"
"テックライフセレクト仙台あすと長町","宮城県 仙台市太白区 あすと長町 3-1-29","AWLCEpJOdCPBwkNX8mogIA","","","1"
"ホテル瑞鳳","宮城県 仙台市太白区 秋保町湯元 字除26-1","6iOUdnY7-I_jcHvG94aIyg","","","1"
"アミューズパーク仙台港","宮城県 仙台市宮城野区 中野字田中 106","P0BCvneTgguN1kiQApMpYg","","","1"
"GiGO 仙台コロナワールド","宮城県 仙台市宮城野区 福室字田中前一番 53-1　仙台コロナワールド内","Hyw4UpY1oPAH4YLdaQ3oqA","","","1"
"crane2（クレクレ）鶴ケ谷","宮城県 仙台市宮城野区 鶴ケ谷 2-8-1　鶴ヶ谷SCアバイン1Fゲームコーナー","I7tkSPofYma3HjxzuChUdA","","","1"
"スイーツ・ハートイオンタウン仙台泉大沢","宮城県 仙台市泉区 大沢 1-5-1　イオンタウン仙台泉大沢2F","jdkqtr9InNZPkWmhJ3C8dw","","","1"
"PSP泉パークタウンタピオ","宮城県 仙台市泉区 寺岡 6-5-1　泉パークタウンタピオ2F","job1ynnid3ODBQvivuPqOQ","","","1"
"アミュージアムヨークタウン市名坂","宮城県 仙台市泉区 市名坂中道 100-9　ヨークタウン市名坂内","4sMnR5FAAeBM7jhAQ64Z7g","","","1"
"モーリーファンタジー石巻東","宮城県 石巻市 流留 字七勺1-1　イオン石巻東SC　イオンスーパーセンター石巻東店1F","XHvRlLm5Y-0rreKEf2uofA","","","1"
"スーパーセンタートライアル塩釜店内ゲームコーナー","宮城県 塩竈市 杉の入 3-3-1　スーパーセンタートライアル塩釜店内","g0oBkS6BayGCmALDjOioqA","","","1"
"モーリーファンタジー塩釜","宮城県 塩竈市 海岸通 15-100　イオンタウン塩釜　ザ・ビッグ塩釜店2F","bsxnq3oOV4GnpRPu60vqLQ","","","1"
"GiGO ホームセンタームサシ名取","宮城県 名取市 愛島塩手 字前野田48-10　ホームセンタームサシ名取店2F","jqvx0yjv6g0iGWh6pqMsAQ","","","1"
"キッズパークイオンタウン名取","宮城県 名取市 飯野坂 3-5-10　イオンタウン名取内","VahOSZ76ZGDzg6AgL9R5lw","","","1"
"GiGO 名取","宮城県 名取市 飯野坂字土城堀 57-1","3kKfDLlZgvHCqVD5MftddQ","","","1"
"アクアランド岩沼","宮城県 岩沼市 梶橋 2-30　セラピ岩沼店内","1gntt1iFcikTwNmTGFnDFw","","","1"
"ファミリーランド加賀野","宮城県 登米市 中田町石森 字加賀野3-6-1　みやぎ生協加賀野店1F","TMXvWUuCMsRP5pE-C6QeHA","","","1"
"GiGO 佐沼","宮城県 登米市 迫町佐沼 字中江2-5-8","twUak9PTUzz_lW6LqsggCQ","","","1"
"モーリーファンタジー栗原志波姫","宮城県 栗原市 志波姫新熊谷 11　イオン栗原志波姫SC　イオンスーパーセンター栗原志波姫店1F","Im6Xv3rgaFicg7IcdocDJg","","","1"
"ソユーゲームフィールド矢本","宮城県 東松島市 小松 字上浮足43　イオンタウン矢本","JJ5KFYMC0mYpUiInHc_0WA","","","1"
"ソユーゲームフィールド古川","宮城県 大崎市 古川沢田 字筒場浦15　イオンタウン古川内","XUsqBCYKjhdYSh0uJX49LQ","","","1"
"モーリーファンタジー富谷","宮城県 富谷市 大清水 1-33-1　イオンモール富谷　イオン富谷店1F","uam6uvlBge7iNz0jyMIa4A","","","1"
"ユーズランド大河原","宮城県 柴田郡大河原町 小島 2-1　フォルテくらし館2F","tsiNU4QZ2WKuZci4VqlNYg","","","1"
"アミューズメントパーク・サムワン","宮城県 柴田郡村田町 沼辺牡丹山 42-1","l6fRjzvqcnesxddHyyTgyQ","","","1"
"ピーターパンと仲間たち船岡","宮城県 柴田郡柴田町 西船迫 2-1-15　イオン船岡店2F","Dt1Vf0zTmDBPQ6qfbiaDww","","","1"
"COOP亘理","宮城県 亘理郡亘理町 逢隈高屋 字柴北100　COOP亘理店内ゲームコーナー","cEoFGluSv4B6P2akHbHYVQ","","","1"
"モーリーファンタジー利府","宮城県 宮城郡利府町 新中道 3-1-1　イオンモール新利府　南館3F","St84J_3j-YHin-Y9lQG1kg","","","1"
"モーリーファンタジー涌谷","宮城県 遠田郡涌谷町 涌谷 字洞ケ崎5　イオン涌谷SC　イオンスーパーセンター涌谷店1F","MMUL6OC-zTJoppSUNSNrsg","","","1"
"ラウンドワンスタジアム秋田","秋田県 秋田市 卸町 1-1-2","2YMiIO9zXSd_L8cojSRt1Q","","","3"
"ペニーポット秋田","秋田県 秋田市 中通 2-8-1　フォンテAKITA4F","B_VVuuHXe9Cjb3xwriv_SA","","","2"
"秋田OPAアミューズパーク","秋田県 秋田市 千秋久保田町 4-2　秋田OPA5F","8bvPwzsrBaW-rq2wiZy28g","","","2"
"ロックンボウル","秋田県 秋田市 広面字長沼 301","QKAQDCZv04swvs8peJOnbw","","","2"
"ソユーゲームフィールド御所野","秋田県 秋田市 御所野地蔵田 1-1-1　イオンモール秋田2F","IezrtwPDeAgwmWcMA5wFGg","","","2"
"モーリーファンタジー御所野","秋田県 秋田市 御所野地蔵田 1-1-1　イオンモール秋田　イオンスタイル御所野3F","jD6GoTwjC8mn6esfCrxClg","","","2"
"モーリーファンタジー秋田中央","秋田県 秋田市 楢山川口境 5-11　イオン秋田中央店3F","bvaXFqcCWUtCU8jwG6NElg","","","2"
"モーリーファンタジー大館","秋田県 大館市 大田面 238　イオンスーパーセンター大館店1F","Oi9msh4TOSlaWcxEgdtB7A","","","2"
"namcoイオンタウン大館西","秋田県 大館市 根下戸新町 18-121　イオンタウン大館西内","P8LLLeafeRhshAgg_izneQ","","","2"
"モーリーファンタジー本荘","秋田県 由利本荘市 石脇 字田中138　イオン本荘SC　イオンスーパーセンター本荘店内","tACyAToU-k3qpzKBtEQ9hQ","","","2"
"プラサカプコン大曲","秋田県 大仙市 和合字坪立 177　イオンモール大曲2F","yPk_gRySBqHY42yREc9D7w","","","2"
"ファンタジープラザ秋田","秋田県 秋田市 旭北錦町 4-58　ドン・キホーテ秋田店2F","5GJWwazmpfx8e3xrU_sMGQ","","","1"
"GiGO 秋田","秋田県 秋田市 茨島 1-1-16","1Bg55ON0US1P9e5Dzo9vkg","","","1"
"ソユープレイランドソピアいとくアクロス能代","秋田県 能代市 寺向 70　いとく能代SCショッピングタウンアクロス能代内","DRgIfl_H3xfmxdjjXkifxg","","","1"
"モーリーファンタジー能代","秋田県 能代市 柳町 11-1　能代SC　イオン能代店3F","pFFQlZTFHcNQ4wPGyt6-Hw","","","1"
"ソユーゲームフィールド能代","秋田県 能代市 鰄渕 字古屋布1　イオンタウン能代内","MFD-b5onzW8y5Tk0FuH9AQ","","","1"
"ゲームフィールド十文字","秋田県 横手市 十文字町仁井田 字東22-1　スーパーモールラッキー内","ZOAs0UVC3IKUwPS1-GOajA","","","1"
"モーリーファンタジー横手","秋田県 横手市 安田 字向田147　イオン横手店2F","EzIdaUcvvIZ5LmGsH25n3w","","","1"
"ソユーゲームフィールド大館","秋田県 大館市 御成町 3-7-58　いとく大館SC3F","Ic30lPnclRY2GCatgoeLvw","","","1"
"トム・ソーヤのなかまたち。湯沢","秋田県 湯沢市 字上荻生田 162　イオン湯沢SC　イオンスーパーセンター湯沢店内","M5NkrWAUZ9aahkMrlSiIng","","","1"
"ソユープレイランドソピア鹿角","秋田県 鹿角市 花輪 字下夕町164-1　いとく鹿角SC内","jMKIdQyyWXd5xji4kmC7Yg","","","1"
"モーリーファンタジー中仙","秋田県 大仙市 北長野 字袴田188　イオン中仙SC　イオン中仙店1F","9_lprBNRwcKfUf7zJ1HU3g","","","1"
"モーリーファンタジー大曲","秋田県 大仙市 和合字坪立 177　イオンモール大曲　イオン大曲店2F","qznVwjlkcY1v0mXQ4xZDeQ","","","1"
"トム・ソーヤのなかまたち。鷹巣","秋田県 北秋田市 栄 字中綱31-1　イオンタウンたかのす店1F","GCJVmc7fUsY0P1_isOEJfA","","","1"
"ゲームフィールド鷹巣","秋田県 北秋田市 栄 字前網76　いとく鷹巣SC内","XSHlWAYa8-2NyqQftIJxFg","","","1"
"トム・ソーヤのなかまたち。五城目","秋田県 南秋田郡五城目町 大川西野 字田屋前138　イオンスーパーセンター五城目店内","g_InAzxHdNv48kxPwff8AQ","","","1"
"あそビレッジ山形","山形県 山形市 成沢西 5-3-27","HOtiim_bVM0MamF6KCwT3w","","","2"
"namcoイオンモール山形南","山形県 山形市 若宮 3-7-8　イオンモール山形南2F","Ail_P3tnktZnWsuwzxQCwQ","","","2"
"モーリーファンタジー山形北","山形県 山形市 馬見ケ崎 2-12-19　イオン山形北SC　イオン山形北店2F","4FrWvxRC8Pm89hNRnQCQLw","","","2"
"モーリーファンタジー米沢","山形県 米沢市 春日 2-13-4　イオン米沢店2F","YBxckrGGngZ0ZoVhHLo79A","","","2"
"アピナ鶴岡","山形県 鶴岡市 文下字広野 1-1","_Sc28ALbYjyCOS_Es0rhAQ","","","2"
"アピナ鶴岡エスモール","山形県 鶴岡市 錦町 2-21　S-MALL 2F","eUu9uFjtkf9PrjvXjPHiRg","","","2"
"モーリーファンタジー酒田南","山形県 酒田市 あきほ町 120-1　イオン酒田南店1F","0xT0rA5ZIfwoQ5miKxyHbw","","","2"
"GiGO 天童","山形県 天童市 南町 1-5-26","eLRczaz4eFICkYJN_-X0MA","","","2"
"ソユーゲームフィールド天童","山形県 天童市 芳賀タウン北 4-1-1　イオンモール天童　モール棟2F","pWSsbXzhsAzjD5RrffKVzg","","","2"
"モーリーファンタジー東根","山形県 東根市 さくらんぼ駅前 3-7-15　イオン新東根SC　イオン東根店2F","dEqqBFLfomVT2CHubydMug","","","2"
"GiGO 北山形","山形県 山形市 北町 1-3-20","H-7ZqsDg_8VUVJzRvDWAbA","","","1"
"ゲームゾーントレジャー北町","山形県 山形市 北町 2-2-45　山形ファミリーボウル内","dKzII_1p-DOP-qFbuX8MCQ","","","1"
"スタジオプリモ山形","山形県 山形市 城南町 1-1-1　霞城セントラル2F","-OfPqYH4gkkuRGJY2qeibQ","","","1"
"パルケデアミーゴ！","山形県 山形市 嶋北 1-3-1","p7nCw8BY8jmv04odkqKw1A","","","1"
"わくわくランド北町","山形県 山形市 桧町 4-4-21","Ab2zwdruMKzPcpuWjXORJQ","","","1"
"モーリーファンタジー山形南","山形県 山形市 若宮 3-7-8　イオンモール山形南　イオン山形南店2F","vnZuGrf1QfgF-wFITa9etw","","","1"
"GiGO 米沢","山形県 米沢市 花沢字タナコ原 177","IL1IMzpKIx4xHMC2DCOMvQ","","","1"
"GiGO ヨークベニマル米沢","山形県 米沢市 駅前 3-1-18　ヨークベニマル米沢店内","NwIe80WR3HLAjIwFigJb3g","","","1"
"ソユーゲームフィールド酒田","山形県 酒田市 泉町 198　イオンタウン酒田内","foGrLXv9TZl9seBj2IptFg","","","1"
"わくわくランド新庄","山形県 新庄市 金沢 字大道上2033-4　ヤマザワ新庄店内","Q1_oUzaJz-dkIEbVRqF3Xw","","","1"
"GiGO 新庄","山形県 新庄市 金沢沖 1068　ZEST新庄店内","H8v-5cSPXQQd-C_X7oF7VA","","","1"
"フローラ・SAGAE","山形県 寒河江市 本町 2-8-3","0_4BSaTCYZ08i0Byw5h0DQ","","","1"
"モーリーファンタジー天童","山形県 天童市 芳賀タウン北 4-1-1　イオンモール天童　イオン天童店2F","4nW9k3xPCFRPW6oqrjJrVw","","","1"
"ファミリーらんどDORA南陽","山形県 南陽市 郡山 578　ヤマザワ南陽ショッピングプラザ内","9Qh-dmtgwWAqcp-z141wBg","","","1"
"GiGO マックスバリュ白鷹","山形県 西置賜郡白鷹町 荒砥乙 535-1　マックスバリュ白鷹店内","sG6whOnyNvYDiM5sq75h7Q","","","1"
"ソユーゲームフィールド三川","山形県 東田川郡三川町 猪子字和田庫 128-1　イオンモール三川1F","9Adq2RlOWFvLyn8Mj9OVmA","","","1"
"モーリーファンタジー三川","山形県 東田川郡三川町 猪子字和田庫 128-1　イオンモール三川　イオン三川店2F","shLeVLv7_7CfDkmKx--WWA","","","1"
"GiGO 庄内","山形県 東田川郡三川町 猪子字大堰端 326-6","VBO_20EJNJnke1Ynh6hHyw","","","1"
"ラウンドワンスタジアム郡山","福島県 郡山市 向河原町 4-55","c4Y1MwtcbRSVg2d7YBcv0w","","","4"
"namcoイオンタウン郡山","福島県 郡山市 松木町 2-88　イオンタウン郡山内","kssq9R-4FkV8sN1mDoESog","","","4"
"タイトーFステーション郡山アティ","福島県 郡山市 駅前 1-16-7　郡山アティ7F","AXfoSmK_0m9hl_3P20KbzA","","","4"
"ラウンドワンスタジアム福島","福島県 福島市 太田町 14-18","LDywsn277_5pZQOrdMB2Mw","","","3"
"サープラ福島あそびタウン","福島県 福島市 栄町 1-1　パワーシティピボット内","29nN1QIqh5jRUfLUgkd-9A","","","3"
"namco郡山西部プラザ","福島県 郡山市 西ノ内 2-11-35　西部プラザ1F","LerDsgV_zT09znfpLJPavw","","","3"
"タイトーFステーション郡山オリエントパーク","福島県 郡山市 郡山市安積町荒井字大久保 35-1","Y5fsE_KVXSsqmS737uyxJQ","","","3"
"ソユーエンターテイメントスタジオ須賀川","福島県 須賀川市 古河 105　イオンタウン須賀川B棟内","fziAI9CM4cCpovH-4bsHvw","","","3"
"モーリーファンタジー福島","福島県 福島市 南矢野目 字西荒田50-17　イオン福島店3F","GPK9CH9OBr_dc8KMiukUeg","","","2"
"アミューズパーク福島","福島県 福島市 黒岩 字堂ノ後78","UUBqONtJqZlRwiWPh9MzSA","","","2"
"GiGO 福島南","福島県 福島市 黒岩字中島 7-2","6i3ehAnuCJUABPy5MR3CYg","","","2"
"GiGO 会津若松","福島県 会津若松市 町北町上荒久田字宮下 142","4lo469GtpMgNw8-Q2Odn4w","","","2"
"アミューズパーク会津","福島県 会津若松市 神指町南四合 字幕内南503-2","moJspDHDq0qVGvsRFEUo9A","","","2"
"アミューズパーク郡山","福島県 郡山市 安積町日出山 2-80","EcmdX8G2X2byUZ1pDejU3w","","","2"
"GiGO 日和田","福島県 郡山市 日和田町字西中島 7-1","b5VJW7FjVufUMegXbku1cw","","","2"
"GiGO 勿来","福島県 いわき市 勿来町四沢 字鍵田13","F9_qUdYhDZ2Acd7ZGKEXFg","","","2"
"モーリーファンタジーいわき小名浜","福島県 いわき市 小名浜 字辰巳町79　イオンモールいわき小名浜　イオンスタイルいわき小名浜4F","TOHSIzHOPIOx2w_ob98OKg","","","2"
"ソユーゲームフィールド小名浜","福島県 いわき市 小名浜字辰巳町 79　イオンモールいわき小名浜3F","UjlPMy6p6ro7OTXCHc4EUQ","","","2"
"アミューズパークいわき","福島県 いわき市 常磐関船町 宮下4-1","Wgf8j8JoqaWvp8mJzv5dig","","","2"
"モーリーファンタジーいわき","福島県 いわき市 平字三倉 68-1　イオンいわき店3F","XIHnYZhU7DCO9w-xlEzhtA","","","2"
"GiGO いわきエブリア","福島県 いわき市 鹿島町米田字日渡 5　いわきエブリア2F","DIcyUH-6egpNdOH257-5zw","","","2"
"GiGO 白河","福島県 白河市 新高山 1-1　メガステージ白河内","x2HwmmxrvyUI2qrh0vqriA","","","2"
"モーリーファンタジー白河西郷","福島県 西白河郡西郷村 小田倉 字岩下11-1　イオン白河西郷店2F","XmaHczrMZUc5ZpNoXigT8g","","","2"
"ザ・ビッグ福島大森","福島県 福島市 大森 字城ノ内35-1　ザ・ビッグ福島大森店内ゲームコーナー","tH5VM1EvhBtIwPcpNhIXiQ","","","1"
"GiGO 福島","福島県 福島市 本内中井 1-2","tkQH_JmxyWRaeE2kSiKTng","","","1"
"HapipiLand福島","福島県 福島市 鎌田 船戸前14-1　ドン・キホーテ福島店内","kyXo0sFf0ZQTgq8eKRC2ug","","","1"
"スイーツファクトリーパックン会津若松","福島県 会津若松市 神指町大字南四合 字幕内南154　アピタ会津若松店2F","TGti_3jtoI4ZBErpfWwvew","","","1"
"ゲームスポットPado郡山","福島県 郡山市 松木町 2-88　イオンタウン郡山内","bsiV1CXiPWH1K5v4PrZp0Q","","","1"
"キッズパーク ザ・モール郡山","福島県 郡山市 長者 1-1-56　ザ・モール郡山2F","7Fyb2DOC5bIvPhuV8kQJKw","","","1"
"嶺宝スポーツセンター","福島県 いわき市 小名浜住吉字折返 2-2","5pBipzAfXEIsyOD1QlAhQQ","","","1"
"GiGO ヨークベニマルいわき泉","福島県 いわき市 泉町滝尻 3-12-26　ヨークベニマルいわき泉店内","q05hJzphFtBRJWOw_o4vRQ","","","1"
"モーリーファンタジーベイシア白河","福島県 白河市 老久保 28　ベイシア白河モール1F","1x7jHuiUAjbwrXsqfgMIWA","","","1"
"あそびのくにベイシア白河モール","福島県 白河市 老久保 28　ベイシア白河モール店内","Ks9NrVo6MeC3RFMhBY5f4Q","","","1"
"アミューズパーク須賀川","福島県 須賀川市 大黒町 150-1","cElSOXX5C00UAOrBL35-1w","","","1"
"PALO喜多方","福島県 喜多方市 押切南 2-42-1　リオン・ドールガーデンスクエア喜多方西店1F","mtDAklLFr_8sHRHdll1Guw","","","1"
"あそびのくにベイシア安達","福島県 二本松市 油井福岡 140","03-O2kNApOmx0TldKZCDeA","","","1"
"ビバサーカス船引","福島県 田村市 船引町船引 字原田9　船引パーク店内","os1fKUpqU8IVUFGllYcQVw","","","1"
"モーリーファンタジー南相馬","福島県 南相馬市 原町区大木戸 金場77　イオンスーパーセンター南相馬店1F","8b4WJbKW0ggd-kuCnbsx-g","","","1"
"SUPER CENTER PLANT-5 大玉","福島県 安達郡大玉村 大山 字仲江271","NytTtbBpDg8dX_WPj__q2Q","","","1"
"あひるのたまごヨークベニマル猪苗代","福島県 耶麻郡猪苗代町 梨木西 92　ヨークベニマル猪苗代店内","sb0V4aQ5oF-CfWkKvS_-Lw","","","1"
"ゲームスペースA-3","福島県 西白河郡西郷村 豊作西 15-16-17","tLJt-tavBjx8KLsvVDItjw","","","1"
"ユーズランド水戸内原","茨城県 水戸市 内原 2-1　イオンモール水戸内原2F","_g5tCiEcek4HvS-ihNY16Q","","","6"
"ゲームパニックつくば","茨城県 土浦市 中村東 1-1-1　サンタスワールド内","XFQ_G4-d_K3a0Db8O1iZjg","","","6"
"namco iiasつくば","茨城県 つくば市 研究学園 5-19　iiasつくば2F　2190","j-GumtYAhLjBqLdQLmW4uw","","","6"
"namcoイオンモールつくば","茨城県 つくば市 稲岡 66-1　イオンモールつくば3F","PoVhCicZ62AO-71Lc7SSQg","","","4"
"GiGO 水戸","茨城県 水戸市 宮町 1-7-44　コムボックス310　3F","wbKyBbhZD59HxXxkYtv_Qg","","","3"
"ジョイフル本田ニューポートひたちなかアミューズパーク","茨城県 ひたちなか市 新光町 34-1　ジョイフル本田ニューポートひたちなか店内ゲームコーナー","BXF9jlUuyKwdOcLX8urBtQ","","","3"
"アミューズビバ","茨城県 ひたちなか市 東大島 2-11-11","Cz3v_rXOoVSa-g4KlBeUqw","","","3"
"ファンタジープラザ上水戸","茨城県 水戸市 上水戸 2-9-10　MEGAドン・キホーテ上水戸店2F","QTGxn-5rHnGnDxgrSwFfpg","","","2"
"モーリーファンタジー水戸内原","茨城県 水戸市 内原 2-1　イオンモール水戸内原　イオンスタイル水戸内原3F","xa0V9TVff8A2P3ZJAEK4-w","","","2"
"GiGO 水戸南","茨城県 水戸市 千波町 2017-1","rXgpDY6mBvjKVRnKMNDeJg","","","2"
"ゲームメガ水戸けやき台","茨城県 水戸市 酒門町 3276-1","9XdXvZUDOxayyrQE9XdDsQ","","","2"
"GiGO ヒタチエ","茨城県 日立市 幸町 1-16-1　ヒタチエ5F","jksWdWF9g-Je2PNYWdun0A","","","2"
"ゲームメガ日立","茨城県 日立市 東多賀町 5-10-10","K1ayfp5EoDzSrYuog3IIAQ","","","2"
"楽市楽座イオンモール土浦","茨城県 土浦市 上高津 367　イオンモール土浦3F","YmDok7_nwCAfbcpYkOIpaw","","","2"
"モーリーファンタジー土浦","茨城県 土浦市 上高津 367　イオンモール土浦　イオン土浦店3F","gM9tv_-XisjW-sS1-gwUKA","","","2"
"ピンクパンサー土浦","茨城県 土浦市 木田余 4585-3","JaUX-5pTmloYJdl7Yd6cAA","","","2"
"GAME PADDOCK +1 古河本店","茨城県 古河市 小堤 1916-1","62bBOi7u402l3nF-bOVfCA","","","2"
"モーリーファンタジー古河","茨城県 古河市 旭町 1-2-17　イオン古河店2F","sGsxG8zTT7SISmcmjjqysQ","","","2"
"GiGO 石岡","茨城県 石岡市 東大橋中峯 1976-1","fRUrzSGG9AfDGZHO4mjIOQ","","","2"
"STAR LIKE BOWL","茨城県 龍ケ崎市 小柴 5-1-2　サプラスクエア2F","WcZ6Y9k1dYhbjF6njnPjqg","","","2"
"タイトーFステーションイオンモール下妻","茨城県 下妻市 堀篭 972-1　イオンモール下妻2F","LdNQhIlViPKq9UVQ0n5CYw","","","2"
"モーリーファンタジー下妻","茨城県 下妻市 堀篭 972-1　イオンモール下妻　イオン下妻店2F","gbgmUxABk_K2bFINRoq1xQ","","","2"
"ピンクパンサー下妻","茨城県 下妻市 小島 884-10","vGQL5lljBuhfQ2Hh0SzFhw","","","2"
"モーリーファンタジー高萩","茨城県 高萩市 安良川 231-1　イオン高萩店2F","t-WEkaN0nx_4VTH0XDeXCA","","","2"
"モーリーファンタジー笠間","茨城県 笠間市 赤坂 8　笠間SCポレポレシティ　イオン笠間店2F","wpnkzS0-qTRCJFXLSy1cHA","","","2"
"ゲームメガつくば","茨城県 つくば市 小野崎 177-2","WcB6IFKDfNQ9yjrw-yDmmg","","","2"
"モーリーファンタジーつくば","茨城県 つくば市 稲岡 66-1　イオンモールつくば　イオンつくば店3F","6cti6duG5G1RxU7PgrilHw","","","2"
"GiGO ひたちなか別館","茨城県 ひたちなか市 田中後 40-2","AD-vAiaaPjood6cwovX3zQ","","","2"
"GiGO ショッピングセンターチェリオ鹿嶋","茨城県 鹿嶋市 宮中 290-1　SCチェリオ1F","pd1_A4jFs8qZQl09-KtrNg","","","2"
"ソユートイズニューヨーク守谷","茨城県 守谷市 百合ケ丘 3-249-1　イオンタウン守谷2F","77Io6utltUhLvaV4W8RRPA","","","2"
"常陸大宮SCピサーロ内PLABIファミリーゆうえん","茨城県 常陸大宮市 下村田 2387　常陸大宮SCピサーロ2F","4NgzHLERfK1RbLfrJN14uw","","","2"
"アピナ下館","茨城県 筑西市 玉戸 1012-3","CeVSNJY_jWlK0ZkcyDx9ag","","","2"
"モーリーファンタジー佐原東","茨城県 稲敷市 西代 1495　西代SCパルナ2F","QF1_-d-VJG6_02tSguzTmw","","","2"
"タイトーステーション佐原東","茨城県 稲敷市 西代 1495　西代SCパルナ2F","Boi066yMI0mRmmSwZhc4GQ","","","2"
