shop,address,id,place
"ハローズガーデン鳳","大阪府 堺市西区 鳳南町 3-199-12　イトーヨーカドーアリオ鳳店3F","N6d5OyMfNWA4Vl1Xh91NkQ","34.52475 135.459383"
"ハローズ中もず","大阪府 堺市北区 中百舌鳥町 3-428-2　ホームセンターコーナン中もず店2F","Hau-3bsQ058K04tx5GFG_w","34.553576 135.510915"
"ハローズ多治見","岐阜県 多治見市 住吉町 3-19-1　ピアゴ多治見店内ゲームコーナー","LQTEiapiCG1vfe43fsjWOA","35.343653 137.122965"
"ハローズ府中四谷","東京都 府中市 四谷 5-23-12　ホームセンターコーナン府中四谷店内ゲームコーナー","CpJ7OIkDoFsMZfSUAy0iCw","35.667372 139.437282"
"ハローズ愛川","神奈川県 愛甲郡愛川町 角田 580　スーパーアルプス愛川店内ゲームコーナー","0umtYIXp88BSWt7yaSTAwQ","35.533089 139.329349"
"ハローズ鎌倉大船","神奈川県 鎌倉市 岡本 1188-1　コーナン鎌倉大船店ゲームコーナー","5r-BmR1Z8W8pKmViwCfQEg","35.347801 139.51704"
"ハロータイトーむつ","青森県 むつ市 小川町 2-4-8　マエダ本店4F","nLk0daZRWahnR4npRIPJsg","41.29291 141.207841"
"ハロータイトーイオン七戸十和田駅前","青森県 上北郡七戸町 荒熊内 67-990　イオン七戸SC　イオン七戸十和田駅前店内","z_k61NiJ2mIlZ0KUrSBigA","40.718897 141.155339"
"ハロータイトー流山","千葉県 流山市 流山 9-800-2　イトーヨーカドー流山店3F","9Jr5dOR9CLaJjZV6eV6gag","35.850216 139.899371"
"ハロータイトー釧路貝塚","北海道 釧路市 貝塚 3-2-28","L6sYfMc328uZvLls0U3d-g","42.99621 144.410224"
"バイパスレジャーランド加賀","石川県 加賀市 箱宮町 ヲ1-1","YJfzyxCLj5be4RETqnaFpQ","36.32537744 136.4113355"
"バイパスレジャーランド藤江新館","石川県 金沢市 藤江南 2-105","p9jy0M8iVdBbGW4nsRu-Cg","36.58376165 136.6207302"
"バッティングセンター金太郎","神奈川県 小田原市 飯泉 1064","vna2tQAHxTqkplogiNP6xA","35.276407 139.164343"
"バナナパーティー久留米","福岡県 久留米市 合川町 2125　スポガ久留米1F","XNcQATfzp43EktZZL3F4Nw","33.31465 130.53157"
"バナナパーティー大牟田","福岡県 大牟田市 唐船 69-1","meIgSUWl5QIs15QYoHrf-A","33.056368 130.443914"
"バナナパーティー遠賀","福岡県 遠賀郡遠賀町 松の本 1-1-1　ゆめタウン遠賀2F","DXsPNUALbtemxeJg19FAyg","33.852209 130.669736"
"バローガーデン戸田","愛知県 名古屋市中川区 戸田明正 2-110　ルビットタウン戸田バロー戸田店2F","Gf4yCk-VEIppi5JfEixfiQ","35.146114 136.806671"
"バローランド中津川","岐阜県 中津川市 淀川町 3-8　ルビットタウン中津川2F","B2Wk8Y9-VeHsfS9lFNk-3w","35.498219 137.507769"
"バローランド羽島","岐阜県 羽島市 江吉良町 2939　スーパーマーケットバロー羽島インター店1F","rdq34iCeUExWM4ex0lUSdg","35.305267 136.691681"
"バロー恵那","岐阜県 恵那市 大井町 180-1　スーパーマーケットバロー恵那店内ゲームコーナー","nUBW9StKB1LFB-5ugG1BEQ","35.452251 137.411211"
"バンダイバッティングドームみくも","三重県 松阪市 久米町 1216　バンダイワールド内","sUSROJed_yCxkWoUXv55dg","34.600105 136.520026"
"バンバン衣山","愛媛県 松山市 衣山 1-248-1","zQWW6XRhtxkU7vU78L_yDA","33.852408 132.745977"
"パスカランドはません","熊本県 熊本市南区 田井島 1-2-1　ゆめタウンはません3F","o1viM7hfVWX0_LdNshAQiw","32.771676 130.726417"
"パスカランド博多","福岡県 福岡市東区 東浜 1-1-1　ゆめタウン博多2F","26T_-JQFE_vWx8I7vbez5A","33.612236 130.412317"
"パスカランド大川","福岡県 大川市 上巻 430-1　ゆめタウン大川2F","IxQ5E2u8VF5EeWyZvtrs2Q","33.202731 130.388098"
"パスカランド大牟田","福岡県 大牟田市 旭町 2-28-1　ゆめタウン大牟田2F","GmdqQ4qP5GqbnDvSo_BvTg","33.036694 130.453827"
"パスカランド新南陽","山口県 周南市 清水 2-2-1　ゆめタウン新南陽内","aKMACjzBOavs1qLPvqjhiw","34.070642 131.772619"
"パスカランド福重","福岡県 福岡市西区 拾六町 1-7-1　MEGAドン・キホーテ福重店3F","1xKXABNPEebE788DQppbLA","33.56725 130.314872"
"パスカランド長嶺","熊本県 熊本市東区 長嶺西 1-5-1　シュロアモール長嶺内","J-oXWF1gJDCjAa4-AmfmZg","32.811401 130.761862"
"パスカランド鳥栖","佐賀県 鳥栖市 本鳥栖町 537-1　フレスポ鳥栖店2F","t3XPpt32ELDyBzE2p5pDfw","33.375891 130.516848"
"パスカランド黒崎","福岡県 北九州市八幡西区 西曲里町 3-1　イオンタウン黒崎1F","nxskfvaM6yaLIotogYYkPA","33.859785 130.760254"
"パスカワールドグリーンランド","熊本県 荒尾市 本井手 1574-54","pnTsaLpdqlzIKZbPCgvnpA","32.9878958 130.4712081"
"パスカワールド宇土","熊本県 宇土市 善道寺町綾織 95　宇土シティモール内","5NxTjNl-0qwReneR60grLQ","32.6838049 130.6697758"
"パラボランド小牧","愛知県 小牧市 東 1-126　イオン小牧店2F","5o1eSbZGPcvwv5vwyL6fXw","35.285008 136.939687"
"パラボランド東金","千葉県 東金市 東岩崎 8-10　東金SCサンピア3F","BIOdME4pfFshhqqm2mG1sA","35.558644 140.364698"
"パルケデアミーゴ！","山形県 山形市 嶋北 1-3-1","p7nCw8BY8jmv04odkqKw1A","38.283666 140.3216"
"パルケ上賀茂","京都府 京都市北区 上賀茂西河原町 1-1","rZRp1x0XI4W1dW5d3TY8mw","35.066942 135.746075"
"パルス武豊","愛知県 知多郡武豊町 西田崎 19-1　ピアゴ武豊店2F","ERkWcftImgTFN3dZIuGsAw","34.848004 136.915959"
"パレットイオン八潮南","埼玉県 八潮市 大曽根 273-5　イオン八潮南店3F","VQZR6TLGQKxHPTm2mkLYJw","35.809063 139.829034"
"パレット藤枝","静岡県 藤枝市 前島 1-7-10　BiVi藤枝店4Fゲームコーナー","B1NUMXGx0kPNu1vllgxWKw","34.847336 138.252957"
"パークレーン高崎","群馬県 高崎市 歌川町 8","MYT6DT-RjOdlodNX2DjN1g","36.331535 138.995728"
"ヒロタバッティングセンター","神奈川県 藤沢市 下土棚 310","W79no6cMA7jwwwqODzmdEA","35.407614 139.461391"
"ビッグバンアミぷり","愛媛県 松山市 大街道 1-4-10","7wF84RoirQHStQ6QDvuFFQ","33.8373633 132.7697887"
"ビッグボウル杉戸","埼玉県 北葛飾郡杉戸町 杉戸 2338","a6-pWBjkXLt1GzxXNYdFXA","36.04009441 139.720881"
"ビバーチャ","広島県 広島市中区 南竹屋町 10-17","EoiosiZb6MOwl57bX42ZbA","34.379333 132.461279"
"ビルボードプレイスゲームコーナー","新潟県 新潟市中央区 八千代 2-5-7　万代シテイビルボードプレイス／BP2内","C3k3NXGnFFh1M00c7Rp2uw","37.916368 139.05307"
"ビンゴ一関","岩手県 一関市 山目字中野 92-1","9RL-xBn0Dxxqcf261Z8cHA","38.93376 141.118321"
"ビーカム成沢","山形県 山形市 成沢西 5-3-27","HOtiim_bVM0MamF6KCwT3w","38.208546 140.317727"
"ビーカム松森","宮城県 仙台市泉区 松森字斉兵衛 58-1","zHwhSbSCfUIvTHUbB8rFTw","38.3044147 140.9100713"
"ピカキッズ八尾","大阪府 八尾市 光町 2-3　イトーヨーカドーアリオ八尾店3F","RFIasdGpF6wNhf0ImmR7nw","34.63249 135.605695"
"ピカキッズ湘南台","神奈川県 藤沢市 石川 6-2-1　イトーヨーカドー湘南台店3F","-locy79O6eGX3-_QdfZEaw","35.392307 139.446759"
"ピタゴラス和歌山","和歌山県 和歌山市 土入 73-1","37jenbdchd9NKhFGndyfVQ","34.252872 135.145628"
"ピノキオランドあらおシティモール","熊本県 荒尾市 緑ケ丘 1-1-1　あらおシティモール1F","Ad0JHu64aY6wFHSz0XLpaQ","32.982442 130.470661"
"ピノキオランドくまなん","熊本県 熊本市中央区 平成 3-23-30　サンリブシティくまなん3F","jkqX48dK6vdCHZkrgfzd1Q","32.777686 130.704764"
"ピノキオランド三重","大分県 豊後大野市 三重町赤嶺 992　スーパーセンタートライアル三重店2F","yAlGbK2GuybdfOLlYO4Oog","32.986329 131.600221"
"ピノキオランド宇美","福岡県 糟屋郡宇美町 宇美 4-8-1　ライフプラザユービオス内","2N_Bt5bZqLX0As9MrXkkaA","33.569381 130.511857"
"ピノキオランド宮之城","鹿児島県 薩摩郡さつま町 宮之城屋地 1508　プラッセだいわ宮之城店2F","wv_lyJjqjwBPxn2BDfeF4w","31.904154 130.454526"
"ピノキオランド日南","宮崎県 日南市 材木町 1　日南SCサピア2F","b8IavMrrupvfqJjVeDNsQg","31.586649 131.401307"
"ピノキオランド本渡","熊本県 天草市 船之尾町 279-6　スーパーセンタータイヨーリンドマール3F","jIrCGJAHlfK2S9EDSqQpUg","32.458354 130.188269"
"ピノキオランド玉名","熊本県 玉名市 亀甲字前田 110　ビッグミカエル玉名店2F","Yy4x-ObxbNk5hFtWM7msug","32.927991 130.555316"
"ピノキオランド西都","宮崎県 西都市 小野崎町 1-76　西都SCパオ2F","Y4DfVPhKGbns_NP4x_c_LA","32.106128 131.404398"
"ピノッキースパティオ倉敷","岡山県 倉敷市 笹沖 1274-1　ゆめタウン倉敷3F","nqAIV0iki__yA16DnTvwdw","34.578699 133.770182"
"ピノッキースパティオ南岩国","山口県 岩国市 南岩国町 1-20-30　ゆめタウン南岩国2F","LkOJjFp6t5J61jVe37dKUA","34.134855 132.202627"
"ピノッキースパティオ吉田","広島県 安芸高田市 吉田町吉田 594-1　ゆめタウン吉田2F","PjPQGUWGQ6inX_SF0VFQ6g","34.668327 132.701574"
"ピノッキースパティオ呉","広島県 呉市 宝町 5-10　ゆめタウン呉3F","sAKbBcIXr2yd5elG4w-FzQ","34.242299 132.556434"
"ピノッキースパティオ大竹本館","広島県 大竹市 晴海 1-6-1　ゆめタウン大竹2F","E1ZRjz6X3H6cas9HdmzjjQ","34.241463 132.223758"
"ピノッキースパティオ宇部","山口県 宇部市 黒石北 3-4-1　ゆめタウン宇部2F","DdVFVUx30z4YR2WbNaGN7Q","33.984795 131.206159"
"ピノッキースパティオ山口","山口県 山口市 大内御堀 1302-1　ゆめタウン山口2F","wzKPkXJXIolpCOV0BFcqIw","34.160286 131.491592"
"ピノッキースパティオ浜田","島根県 浜田市 港町 227-1　ゆめタウン浜田3F","Axxd8T-tOVuugUFUH0bU1w","34.899999 132.071577"
"ピノッキースパティオ益田","島根県 益田市 高津 7-21-12　ゆめタウン益田2F","DCnbeAr5LDUndDMP5Zz-6g","34.691168 131.815897"
"ピノッキースパティオ福山","広島県 福山市 入船町 3-1‐60　ゆめタウン福山2F","VTtnNYkSTX45we_gY36dWQ","34.486797 133.378586"
"ピノッキースパティオ蔵王","広島県 福山市 南蔵王町 5-9-18　ゆめタウン蔵王3F","QZpO42nnzPKo2QuTJyl2sw","34.504607 133.400237"
"ピノッキースパティオ行橋","福岡県 行橋市 西宮市 3-8-1　ゆめタウン行橋2F ","Nh-5UQ-fITPnWC7pz7Aphw","33.720351 130.967794"
"ピノッキースパティオ防府","山口県 防府市 八王子 2-8-8　ゆめタウン防府3F","_7Q8jV5rPKjQ5XNYAnls4Q","34.058445 131.568577"
"ピノッキーランドゆめタウン井原","岡山県 井原市 下出部町 2-11-2　ゆめタウン井原3F","BAjp38z6m_lFGbVLHl8q3w","34.583236 133.439667"
"ピノッキーランドゆめタウン黒瀬","広島県 東広島市 黒瀬町楢原 100-1　ゆめタウン黒瀬2F","UCJPgsCvUUx6WOq_dK4SDg","34.32409 132.665312"
"ピンクパンサー下妻","茨城県 下妻市 小島 884-10","vGQL5lljBuhfQ2Hh0SzFhw","36.1702653 139.9665309"
"ピンクパンサー土浦","茨城県 土浦市 木田余 4585-3","JaUX-5pTmloYJdl7Yd6cAA","36.106546 140.215198"
"ピンクパンサー日立","茨城県 日立市 東多賀町 5-10-10","K1ayfp5EoDzSrYuog3IIAQ","36.5481989 140.6305361"
"ピンクパンサー水戸けやき台","茨城県 水戸市 酒門町 3276-1","9XdXvZUDOxayyrQE9XdDsQ","36.33817578 140.4833606"
"ピンクパンサー水戸赤塚","茨城県 水戸市 河和田 1-1　フレスポ赤塚内","yMBpwqcfAVjAJaAR3l4hsw","36.380442 140.413753"
"ピーターパンと仲間たち船岡","宮城県 柴田郡柴田町 西船迫 2-1-15　イオン船岡店2F","Dt1Vf0zTmDBPQ6qfbiaDww","38.06316 140.762322"
"ファインワールド亀岡","京都府 亀岡市 古世町 西内坪101　イオン亀岡店3F","t1QiyXHIvYivjIflwHP1kw","35.0148749 135.5837395"
"ファインワールド五條","奈良県 五條市 今井 2-150　イオン五條店本館2F","hW4xekhl-yfc0SNRpZzXFg","34.353256 135.702132"
"ファインワールド布施","大阪府 東大阪市 長堂 1-8-37　イオン布施駅前店内","HHNy3mlJ9qsN4vBcom2KFg","34.665736 135.563677"
"ファミリーらんどDORA南陽","山形県 南陽市 郡山 578　ヤマザワ南陽ショッピングプラザ内","9Qh-dmtgwWAqcp-z141wBg","38.043423 140.154861"
"ファミリーらんどDORA古河","茨城県 古河市 雷電町 1-18　SCあかやまJOY1F","0TJ7djU1J0cQ6x1iZci1XA","36.198802 139.712896"
"ファミリーらんどDORA宮古","岩手県 宮古市 小山田 2-2-1　マリンコープDORA2F","Hj1dcu04bdg2rW0lS5cU3Q","39.632168 141.941891"
"ファミリーアミューズメント新城","愛知県 新城市 宮ノ後 68-3　ピアゴ新城店2F","7JBpCHHEqdOxXd5f3gIKsg","34.903486 137.4951"
"ファミリーアミューズメント新潟西","新潟県 新潟市西区 小新 474　アピタ新潟西店2F","n3FDcGLRIUhNBVvP-OFhAw","37.880443 139.003319"
"ファミリーファーム川崎ルフロン","神奈川県 川崎市川崎区 日進町 1-11　川崎ルフロン6F","31z07ZTrALtEKERmzgXumg","35.529401 139.696721"
"ファミリーファーム赤池","愛知県 日進市 赤池町 箕ノ手1　プライムツリー赤池3F","itIVcmtK-uk7yUAGsstjOg","35.118173 137.022617"
"ファミリーランドあそびのくにカインズ鶴ヶ島","埼玉県 鶴ヶ島市 三ツ木新町 1-1-13　カインズ鶴ヶ島店2F","BNwtfGDMOhU3hKhBXk8B6g","35.927036 139.393342"
"ファミリーランドあそびのくにベイシア佐倉","千葉県 佐倉市 寺崎北 6-1-1　ベイシア佐倉店内","mmiG4eJd9vrIJmr3ASKS2w","35.714407 140.217061"
"ファミリーランドあそびのくにベイシア市原八幡","千葉県 市原市 八幡 字海岸2381-1　ベイシア市原八幡店内","Ixzqv1HIfqxaOQbWQob6ig","35.541565 140.117893"
"ファミリーランドあそびのくにベイシア矢板","栃木県 矢板市 末広町 25-1　ベイシア矢板店2F","8czOe_pxZIIazhxBHi70Fw","36.804079 139.934337"
"ファミリーランドあそびのくにベイシア長生","千葉県 長生郡長生村 金田 3237　ベイシア長生店内","hyQoE9qk7i3Idzomqc7CQQ","35.382985 140.355308"
"ファミリーランドあそびのくにベイシア鴨川","千葉県 鴨川市 貝渚字中川間 300　ベイシア鴨川店内","jJ5qisioMLsJtUmHaxFRGw","35.095495 140.104703"
"ファミリーランドあそびのくに名古屋みなと","愛知県 名古屋市港区 一州町 1-3　カインズ名古屋みなと店2F","jjT7dWptBZR-Gdhq5CBbIQ","35.09108 136.866555"
"ファミリーランドあそびのくに大網白里","千葉県 大網白里市 大網 273-2　ベイシア大網白里店1F","M8d41sVXT8F0KPDzv2ClKw","35.523422 140.327057"
"ファミリーランドポニー伊集院","鹿児島県 日置市 伊集院町徳重 274-1　山忠ビル　ソレイユタウン伊集院2F","IDZ72uOfmvWQmrJCjiJdBg","31.630056 130.397895"
"ファミリーランドポニー出水","鹿児島県 出水市 黄金町 313-1　サンキュー出水店内","7muAyGTG26CWeeoowk9pKA","32.103173 130.346339"
"ファミリーランドポニー寿","鹿児島県 鹿屋市 寿 7-494-1　サンキュー寿店2F","90xLRl_gS22w786MLesuCg","31.386165 130.8664"
"ファミリーランドポニー小林","宮崎県 小林市 堤 3005-12　サンキュー小林店内","zIYUhKPTEimdTY9w_12cIA","31.981924 130.997047"
"ファミリーランドポニー永利","鹿児島県 薩摩川内市 永利町 712　タイヨー永利店内","T4XLuxamYLF2N6ce4ZUetQ","31.810546 130.333989"
"ファミリーランド伊勢原","神奈川県 伊勢原市 桜台 1-8-1　イトーヨーカドー伊勢原店5F","6Mer02inNB0lkz_thpcxfA","35.395136 139.314854"
"ファミリーランド加賀野","宮城県 登米市 中田町石森 字加賀野3-6-1　みやぎ生協加賀野店1F","TMXvWUuCMsRP5pE-C6QeHA","38.696867 141.211207"
"ファミリーランド南港ポートタウンSC","大阪府 大阪市住之江区 南港中 2-1-109　南港ポートタウンSC2F","68so9RBXJIwfrh8coRTA3g","34.631378 135.426492"
"ファミリーランド和光","埼玉県 和光市 丸山台 1-9-3　イトーヨーカドー和光店3F","Mn60ZP9jQ5Jib6U-PSvGQw","35.786443 139.61222"
"ファミリーランド弘前","青森県 弘前市 駅前 3-2-1　イトーヨーカドー弘前店4F","UokRUyfWMK-RviuHuXu_gQ","40.599359 140.481052"
"ファミリーランド花巻","岩手県 花巻市 下小舟渡 118-1　イトーヨーカドー花巻店2F","bkGCN-zrfaMf_5yB47eUKA","39.392972 141.117623"
"ファンタジア","広島県 広島市安佐南区 緑井 6-21-1　フィエラ・ディ・プローバ7F","HN5PSYQOustZHtksHEfi4w","34.473331 132.486831"
"ファンタジックランド可児","岐阜県 可児市 下恵土 5750　可児ショッピングプラザパティオ3F","r3YF1v8Tujv53hZ9Al1OUA","35.424521 137.052067"
"ファンタジックランド太平通り","愛知県 名古屋市中川区 宮脇町 2-11　ヨシヅヤ太平通り店3F","D7RBdb-dXST-isEw5CFJVQ","35.135094 136.868136"
"ファンタジックランド清洲","愛知県 清須市 西市場 5-5-3　ヨシヅヤ清洲店3F","TRTsT_WE-RdeXb8BFULvmA","35.219018 136.829219"
"ファンタジックランド知立","愛知県 知立市 上重原町 己ノ池53-1　ドミースーパーセンター知立店1F","Hlr7Cz7TbylBy22VN8dVpg","34.999446 137.02319"
"ファンタジックランド高浜","愛知県 高浜市 神明町 8-20-1　Tぽーと2F","2nfzcDkk9U71AuXx04t_iQ","34.936403 137.001542"
"ファンタジーウエストタウン西尾","愛知県 西尾市 高畠町 3-23-9　ヴェルサウォーク西尾3F","FZEaroN-JySsQRXTWXBPQw","34.863398 137.059366"
"ファンタジードーム八戸","青森県 八戸市 江陽 2-14-1　ラピア別棟","sVAO7nDuDoMC-BRESBAxww","40.521872 141.502709"
"ファンタジープラザ上水戸","茨城県 水戸市 上水戸 2-9-10　MEGAドン・キホーテ上水戸店2F","QTGxn-5rHnGnDxgrSwFfpg","36.389597 140.445339"
"ファンタジープラザ千代田橋","愛知県 名古屋市千種区 千代田橋 2-1-1　アピタ千代田橋店3F","tv8fDrxir_gN-TD63YbUZg","35.187352 136.969454"
"ファンタジープラザ名古屋","愛知県 名古屋市北区 玄馬町 234-1　CROSS TOWN　ドン・キホーテ名古屋本店2F","lpod1NXrZ-3eyHzdqKwneA","35.22630954 136.9095021"
"ファンタジープラザ名張","三重県 名張市 下比奈知 3100-1　MEGAドン・キホーテUNY名張店2F","3bXugxs9o02etFXr1j3lDg","34.629414 136.125102"
"ファンタジープラザ大仁","静岡県 伊豆の国市 吉田 字九十分153-1　アピタ大仁店2F","jTqPsNdjo6E6xSJOsoRQGw","35.000174 138.93612"
"ファンタジープラザ大口","愛知県 丹羽郡大口町 丸 2-36　MEGAドン・キホーテUNY大口店2F","E3wjXtCxWEK9gBkDvGQ_dQ","35.33099 136.905415"
"ファンタジープラザ富士吉原","静岡県 富士市 国久保 2-1-10　MEGAドン・キホーテUNY富士吉原店2F","rEsOpG6rcNbSsYIgeTRhNw","35.168029 138.68082"
"ファンタジープラザ岩倉","愛知県 岩倉市 旭町 1-25　アピタ岩倉店2F","8K0eUkRAx7tZd5I9FNJ0ZA","35.276008 136.873077"
"ファンタジープラザ帯広","北海道 帯広市 西四条南 12-3　長崎屋帯広店2F","vS3UBICCUYtPK7lq4o3CKw","42.917936 143.199297"
"ファンタジープラザ恵那","岐阜県 恵那市 長島町正家 2-2-17　ピアゴ恵那店1F","ZcNQBfBj7j_7daIVgMDdxA","35.446258 137.416957"
"ファンタジープラザ成東","千葉県 山武市 成東 1808-1　MEGAドン・キホーテ　ラパーク成東店2F","do7CJR0zQ8r2IQJ7B3G1Kw","35.595642 140.397395"
"ファンタジープラザ掛川","静岡県 掛川市 大池 2826　MEGAドン・キホーテUNY掛川店2F","5cE8_9x0htvTIKcPqVG9lw","34.776072 137.993598"
"ファンタジープラザ旭川","北海道 旭川市 春光一条 8-1-65　MEGAドン・キホーテ旭川店2F","sl0_cPAYkWFX0q7KUSIghw","43.798536 142.378164"
"ファンタジープラザ松永","広島県 福山市 柳津町 1-5-7　MEGAドン・キホーテ福山松永店2F","LCGDGY2AFlnBkJHiou3jnA","34.441915 133.2594"
"ファンタジープラザ松阪三雲","三重県 松阪市 市場庄町 1266-1　アピタ松阪三雲店内","nTU5b4lT8o77c2VwQR8vNw","34.604009 136.520564"
"ファンタジープラザ桃花台","愛知県 小牧市 古雅 1-1　MEGAドン・キホーテUNY桃花台店3F","c1RZWd9mwsFhBkUkd_UUPg","35.301504 136.982702"
"ファンタジープラザ江南","愛知県 江南市 村久野町瀬頭 163　MEGAドン・キホーテUNY江南店2F","xSEA8ltiu3jWsC_QP7DsEA","35.355386 136.872832"
"ファンタジープラザ港","愛知県 名古屋市港区 当知 2-1501　ポートウォークみなと2F","kkDdVKVxFfdco3ZarptTUQ","35.109428 136.84778"
"ファンタジープラザ瀬戸","愛知県 瀬戸市 幸町 33　アピタ瀬戸店2F","pval5bVeATPSc8s95Vtkdw","35.222792 137.096482"
"ファンタジープラザ秋田","秋田県 秋田市 旭北錦町 4-58　ドン・キホーテ秋田店2F","5GJWwazmpfx8e3xrU_sMGQ","39.714853 140.109042"
"ファンタジープラザ緑","愛知県 名古屋市緑区 徳重 2-201　アピタ緑店2F","YJGCT_6YuITK7yYEw4174g","35.090024 137.003255"
"ファンタジープラザ苫小牧","北海道 苫小牧市 木場町 1-6-1　MEGAドン・キホーテ苫小牧店3F","QoaC7jh9aioYJJDBakOclA","42.641042 141.595285"
"ファンタジープラザ荒尾","熊本県 荒尾市 原万田 845-4　ドン･キホーテ荒尾店1F","pEwjQqe51NAX2qlmmN-blA","32.997868 130.440173"
"ファンタジープラザ西帯広","北海道 帯広市 西二十一条南 4-1　MEGAドン・キホーテ西帯広店2F","sH1_zQqeUIZC3pr5TfcKrA","42.91209 143.143842"
"ファンタジープラザ豊田元町","愛知県 豊田市 土橋町 2-65　MEGAドン・キホーテUNY豊田元町店2F","ksOsZ4VidC4NLkg8v1_9LQ","35.062543 137.131176"
"ファンタジープラザ金沢","石川県 金沢市 西泉 4-11　MEGAドン・キホーテ　ラパーク金沢店2F","TVO4uCV1hxhgRHOuUVfl9w","36.550473 136.631884"
"ファンタジープラザ長野","長野県 長野市 高田 1758　MEGAドン・キホーテ長野店2F","pm69YfUIQZoUlt-DsmQiVg","36.642462 138.215907"
"ファンタジープラザ高蔵寺","愛知県 春日井市 中央台 2-5　アピタ高蔵寺店2F","A_3xBTe1t1wU3Fb-RlnQeg","35.282766 137.048889"
"ファンタジーランドアミ","福井県 坂井市 春江町随応寺 16-11　アル・プラザアミ2F","f8g4frdahyYblcn-ONmWmg","36.134854 136.219144"
"ファンタジーランドイオン旭川永山","北海道 旭川市 永山三条 12-2-11　イオン旭川永山店3F","sQ23isrN5GQe-Hpyhfp5ww","43.801284 142.420948"
"ファンタジーランドガルー宇都宮","栃木県 宇都宮市 江曽島本町 22-7　ドン・キホーテ アピタ宇都宮店2F","auhtSOLkowQN5e8lH3Ug6g","36.531592 139.866909"
"ファンタジーランドガルー館林","群馬県 館林市 楠町 3648-1　アゼリアモールB館2F","1kBM8M5NsHgQIV2bSDrx0w","36.242486 139.568919"
"ファンタジーランド五島","長崎県 五島市 吉久木町 731　五島シティーモール内","sEkjUd8wxlsQA03vch3rXA","32.695428 128.813518"
"ファンタスティックジャーニー横浜","神奈川県 横浜市都筑区 池辺町 4035-1　イトーヨーカドーららぽーと横浜店2F","7c5DDKnSZTWlv7FMNDJuhg","35.517909 139.566314"
"ファンファン足利","栃木県 足利市 朝倉町 245-5　コムファーストSC4F","bCXckt3RPqaizuLJ28yAlQ","36.320287 139.44956"
"ファンファン那須塩原","栃木県 那須塩原市 豊浦 12-1　スーパービバホーム那須塩原店C棟","6I6Mc4GZi-EcMHLp17manA","36.954385 140.054141"
"フォルム武蔵境","東京都 武蔵野市 境南町 2-7-20　ダイアパレス第2　1F","Ns52_TuIhSMALSFw6Iwr2A","35.7006522 139.5430074"
"フクイレジャーランドワイプラザ","福井県 福井市 新保北 1-303　パワーシティフクイワイプラザB棟2F","WLk9eDt9x-cYYdo1xn80iQ","36.08696229 136.249491"
"フジグラン安芸店子供の国","広島県 安芸郡坂町 北新地 2-3-30　フジグラン安芸2F","otwXF7sERVkXIgne5fZ6Fw","34.349617 132.518602"
"フジグラン岩国店アミューズメントパーク","山口県 岩国市 麻里布町 2-9-8　フジグラン岩国5F","fTdNrBPTOKHfNBkiGA4puw","34.168728 132.223356"
"フジグラン新居浜店子供の国","愛媛県 新居浜市 新須賀町 2-10-7　フジグラン新居浜3F","iUrQhZitB03s0NrGO4UU6Q","33.969173 133.283008"
"フジグラン阿南","徳島県 阿南市 領家町土倉 10　フジグラン阿南内ゲームコーナー","NtY6HIo0q5dcralNXY136Q","33.920518 134.665768"
"フジ南宇和","愛媛県 南宇和郡愛南町 城辺乙 544　フジ南宇和店内ゲームコーナー","DFjm9w2SgGv6tvbrACMfnA","32.962908 132.575853"
"フタバ図書アルティランド","広島県 広島市西区 草津南 4-7-1　アルパーク北棟2F","rGidToOvzpywKhwJBBCZ-w","34.375512 132.3937486"
"フタバ図書アルティ福山本店","広島県 福山市 明神町 1-14-20","gNTt_7wU4gybqQuKEVICaQ","34.489683 133.395511"
"フラーボスパティオ","山口県 柳井市 南町 4-5-3　ゆめタウン柳井2F","qdh6VDbQC8KcHCCCtAEmuw","33.961481 132.105849"
"フレスパランドカッタの湯","山口県 宇部市 海南町 1675","RWB83Aiyt99pl4CGiNdK1Q","33.958448 131.261525"
"フレンドマート竜王店ゲームコーナー","滋賀県 蒲生郡竜王町 小口 1664-1","4DwSWW6RQw8EU_IiCOmCWA","35.061854 136.123866"
"フローラ・SAGAE","山形県 寒河江市 本町 2-8-3","0_4BSaTCYZ08i0Byw5h0DQ","38.376347 140.276017"
"ブラックジャックアクア","広島県 広島市安佐南区 大町東 4-12-11","8DFB-NbAxaKZi5dYhYsIcA","34.46886904 132.4630272"
"ブラックジャック東広島","広島県 東広島市 西条町御薗宇 6120","xz43OIZFcybNZ6HBRUbDrQ","34.41412797 132.7531511"
"プラサカプコンパルパル","静岡県 浜松市西区 舘山寺町 1891　ゆうえんち浜名湖パルパル内ゲームコーナー","jXCsSBOLAqnDeeitywtwoA","34.764829 137.616409"
"プラサカプコン京都","京都府 京都市右京区 西院追分町 25-1　イオンモール京都五条3F","KKWDXFcZkgkbWw5phqwN7Q","34.997453 135.727353"
"プラサカプコン吉祥寺","東京都 武蔵野市 吉祥寺本町 1-10-1　いなりやビルB1F","m5Fn3xvt1CTW_CexoKpzqA","35.70534938 139.5790887"
"プラサカプコン大分","大分県 大分市 公園通り西 2-1　パークプレイス大分2F","bbWW1ghEymkclZAo_3FTgA","33.195361 131.657924"
